,season,full_name,driving_distance,driving_accuracy,greens_in_regulation,proximity,scrambling_rough,scrambling_sand,putting_conversion,putting_rating,sg_off_tee,sg_approach,sg_scrambling,sg_putting,sg_tee_to_green,sg_total,str_diff_to_field,scoring_avg
190,2004,omar_uresti,272.2,,,,,,,,,,,,,,,
191,2004,fred_funk,271.9,,,,,,,,,,,,,,,
192,2004,craig_bowden,270.8,,,,,,,,,,,,,,,
193,2004,john_cook,270.2,,,,,,,,,,,,,,,
194,2004,loren_roberts,269.1,,,,,,,,,,,,,,,
195,2004,corey_pavin,268.2,,,,,,,,,,,,,,,
196,2004,fred_funk,,77.23,,,,,,,,,,,,,,
197,2004,scott_verplank,,77.13,,,,,,,,,,,,,,
198,2004,craig_bowden,,76.15,,,,,,,,,,,,,,
199,2004,joe_durant,,75.08,,,,,,,,,,,,,,
200,2004,tom_byrum,,74.67,,,,,,,,,,,,,,
201,2004,josé_coceres,,74.27,,,,,,,,,,,,,,
202,2004,bart_bryant,,74.22,,,,,,,,,,,,,,
203,2004,olin_browne,,73.53,,,,,,,,,,,,,,
204,2004,john_cook,,73.41,,,,,,,,,,,,,,
205,2004,omar_uresti,,73.13,,,,,,,,,,,,,,
206,2004,hidemichi_tanaka,,72.26,,,,,,,,,,,,,,
207,2004,kirk_triplett,,72.11,,,,,,,,,,,,,,
208,2004,tim_clark,,72.01,,,,,,,,,,,,,,
209,2004,mark_wilson,,71.96,,,,,,,,,,,,,,
210,2004,zach_johnson,,71.91,,,,,,,,,,,,,,
211,2004,corey_pavin,,71.88,,,,,,,,,,,,,,
212,2004,jeff_brehaut,,71.34,,,,,,,,,,,,,,
213,2004,heath_slocum,,71.31,,,,,,,,,,,,,,
214,2004,scott_simpson,,70.72,,,,,,,,,,,,,,
215,2004,hirofumi_miyase,,70.65,,,,,,,,,,,,,,
216,2004,jerry_kelly,,70.40,,,,,,,,,,,,,,
217,2004,billy_mayfair,,70.13,,,,,,,,,,,,,,
218,2004,ted_purdy,,70.08,,,,,,,,,,,,,,
219,2004,robert_damron,,70.02,,,,,,,,,,,,,,
220,2004,rocco_mediate,,69.92,,,,,,,,,,,,,,
221,2004,pat_bates,,69.87,,,,,,,,,,,,,,
222,2004,kent_jones,,69.78,,,,,,,,,,,,,,
223,2004,loren_roberts,,69.77,,,,,,,,,,,,,,
224,2004,tom_lehman,,69.66,,,,,,,,,,,,,,
225,2004,luke_donald,,69.61,,,,,,,,,,,,,,
226,2004,notah_begay_iii,,69.49,,,,,,,,,,,,,,
227,2004,david_morland_iv,,69.35,,,,,,,,,,,,,,
228,2004,jay_williamson,,69.33,,,,,,,,,,,,,,
229,2004,richard_johnson,,69.27,,,,,,,,,,,,,,
230,2004,jeff_maggert,,69.25,,,,,,,,,,,,,,
231,2004,john_rollins,,69.13,,,,,,,,,,,,,,
232,2004,arron_oberholser,,68.83,,,,,,,,,,,,,,
233,2004,scott_hoch,,68.77,,,,,,,,,,,,,,
234,2004,kevin_na,,68.72,,,,,,,,,,,,,,
235,2004,duffy_waldorf,,68.60,,,,,,,,,,,,,,
236,2004,chris_dimarco,,68.56,,,,,,,,,,,,,,
237,2004,matt_gogel,,68.48,,,,,,,,,,,,,,
238,2004,nick_price,,68.29,,,,,,,,,,,,,,
239,2004,dicky_pride,,68.26,,,,,,,,,,,,,,
240,2004,skip_kendall,,68.24,,,,,,,,,,,,,,
241,2004,steve_elkington,,68.24,,,,,,,,,,,,,,
242,2004,tom_pernice_jr.,,68.17,,,,,,,,,,,,,,
243,2004,jeff_sluman,,67.88,,,,,,,,,,,,,,
244,2004,esteban_toledo,,67.78,,,,,,,,,,,,,,
245,2004,craig_barlow,,67.77,,,,,,,,,,,,,,
246,2004,mark_hensby,,67.72,,,,,,,,,,,,,,
247,2004,j.p._hayes,,67.72,,,,,,,,,,,,,,
248,2004,justin_leonard,,67.42,,,,,,,,,,,,,,
249,2004,len_mattiace,,67.18,,,,,,,,,,,,,,
250,2004,bob_burns,,67.17,,,,,,,,,,,,,,
251,2004,kevin_sutherland,,67.11,,,,,,,,,,,,,,
252,2004,spike_mcroy,,67.09,,,,,,,,,,,,,,
253,2004,mark_o'meara,,67.00,,,,,,,,,,,,,,
254,2004,mark_brooks,,66.84,,,,,,,,,,,,,,
255,2004,frank_lickliter_ii,,66.61,,,,,,,,,,,,,,
256,2004,david_branshaw,,66.61,,,,,,,,,,,,,,
257,2004,cameron_beckman,,66.54,,,,,,,,,,,,,,
258,2004,guy_boros,,66.33,,,,,,,,,,,,,,
259,2004,gene_sauers,,66.16,,,,,,,,,,,,,,
260,2004,brian_bateman,,66.13,,,,,,,,,,,,,,
261,2004,david_frost,,66.11,,,,,,,,,,,,,,
262,2004,john_huston,,65.86,,,,,,,,,,,,,,
263,2004,steve_flesch,,65.83,,,,,,,,,,,,,,
264,2004,jason_bohn,,65.81,,,,,,,,,,,,,,
265,2004,joey_sindelar,,65.64,,,,,,,,,,,,,,
266,2004,john_senden,,65.62,,,,,,,,,,,,,,
267,2004,glen_day,,65.60,,,,,,,,,,,,,,
268,2004,j.l._lewis,,65.54,,,,,,,,,,,,,,
269,2004,danny_briggs,,65.46,,,,,,,,,,,,,,
270,2004,russ_cochran,,65.42,,,,,,,,,,,,,,
271,2004,jay_haas,,65.36,,,,,,,,,,,,,,
272,2004,robert_gamez,,65.18,,,,,,,,,,,,,,
273,2004,bo_van_pelt,,65.15,,,,,,,,,,,,,,
274,2004,vaughn_taylor,,65.12,,,,,,,,,,,,,,
275,2004,pat_perez,,65.04,,,,,,,,,,,,,,
276,2004,stephen_ames,,65.03,,,,,,,,,,,,,,
277,2004,robert_allenby,,64.98,,,,,,,,,,,,,,
278,2004,briny_baird,,64.97,,,,,,,,,,,,,,
279,2004,scott_mccarron,,64.91,,,,,,,,,,,,,,
280,2004,brian_gay,,64.83,,,,,,,,,,,,,,
281,2004,roland_thatcher,,64.82,,,,,,,,,,,,,,
282,2004,brent_geiberger,,64.80,,,,,,,,,,,,,,
283,2004,stephen_leaney,,64.75,,,,,,,,,,,,,,
284,2004,steve_pate,,64.75,,,,,,,,,,,,,,
285,2004,jonathan_kaye,,64.72,,,,,,,,,,,,,,
286,2004,j.j._henry,,64.55,,,,,,,,,,,,,,
287,2004,mark_calcavecchia,,64.48,,,,,,,,,,,,,,
288,2004,lucas_glover,,64.40,,,,,,,,,,,,,,
289,2004,ben_crane,,64.36,,,,,,,,,,,,,,
290,2004,matt_kuchar,,64.35,,,,,,,,,,,,,,
291,2004,charles_howell_iii,,64.35,,,,,,,,,,,,,,
292,2004,ben_curtis,,64.34,,,,,,,,,,,,,,
293,2004,dan_forsman,,64.30,,,,,,,,,,,,,,
294,2004,harrison_frazar,,64.29,,,,,,,,,,,,,,
295,2004,alex_cejka,,64.21,,,,,,,,,,,,,,
296,2004,mike_weir,,64.05,,,,,,,,,,,,,,
297,2004,chad_campbell,,63.92,,,,,,,,,,,,,,
298,2004,bob_estes,,63.92,,,,,,,,,,,,,,
299,2004,d.j._brigman,,63.90,,,,,,,,,,,,,,
300,2004,david_peoples,,63.74,,,,,,,,,,,,,,
301,2004,bob_tway,,63.74,,,,,,,,,,,,,,
302,2004,shigeki_maruyama,,63.70,,,,,,,,,,,,,,
303,2004,tim_petrovic,,63.63,,,,,,,,,,,,,,
304,2004,craig_parry,,63.51,,,,,,,,,,,,,,
305,2004,blaine_mccallister,,63.44,,,,,,,,,,,,,,
306,2004,david_toms,,63.37,,,,,,,,,,,,,,
307,2004,woody_austin,,63.25,,,,,,,,,,,,,,
308,2004,ryan_palmer,,63.24,,,,,,,,,,,,,,
309,2004,geoff_ogilvy,,63.20,,,,,,,,,,,,,,
310,2004,dudley_hart,,63.13,,,,,,,,,,,,,,
311,2004,shaun_micheel,,63.11,,,,,,,,,,,,,,
312,2004,dean_wilson,,63.01,,,,,,,,,,,,,,
313,2004,brian_kortan,,63.01,,,,,,,,,,,,,,
314,2004,patrick_sheehan,,62.99,,,,,,,,,,,,,,
315,2004,danny_ellis,,62.94,,,,,,,,,,,,,,
316,2004,phil_mickelson,,62.85,,,,,,,,,,,,,,
317,2004,cliff_kresge,,62.84,,,,,,,,,,,,,,
318,2004,mike_heinen,,62.65,,,,,,,,,,,,,,
319,2004,bernhard_langer,,62.57,,,,,,,,,,,,,,
320,2004,stuart_appleby,,62.52,,,,,,,,,,,,,,
321,2004,retief_goosen,,62.50,,,,,,,,,,,,,,
322,2004,jason_dufner,,62.49,,,,,,,,,,,,,,
323,2004,kenny_perry,,62.48,,,,,,,,,,,,,,
324,2004,tommy_armour_iii,,62.37,,,,,,,,,,,,,,
325,2004,darren_clarke,,62.28,,,,,,,,,,,,,,
326,2004,hunter_mahan,,62.24,,,,,,,,,,,,,,
327,2004,lee_janzen,,62.17,,,,,,,,,,,,,,
328,2004,jay_delsing,,62.11,,,,,,,,,,,,,,
329,2004,jonathan_byrd,,62.10,,,,,,,,,,,,,,
330,2004,chris_riley,,61.84,,,,,,,,,,,,,,
331,2004,tripp_isenhour,,61.74,,,,,,,,,,,,,,
332,2004,todd_fischer,,61.73,,,,,,,,,,,,,,
333,2004,rich_beem,,61.72,,,,,,,,,,,,,,
334,2004,greg_chalmers,,61.66,,,,,,,,,,,,,,
335,2004,niclas_fasth,,61.65,,,,,,,,,,,,,,
336,2004,brad_faxon,,61.58,,,,,,,,,,,,,,
337,2004,peter_lonard,,61.50,,,,,,,,,,,,,,
338,2004,justin_rose,,61.45,,,,,,,,,,,,,,
339,2004,john_riegger,,61.35,,,,,,,,,,,,,,
340,2004,joe_ogilvie,,61.31,,,,,,,,,,,,,,
341,2004,k.j._choi,,61.24,,,,,,,,,,,,,,
342,2004,carl_pettersson,,61.07,,,,,,,,,,,,,,
343,2004,arjun_atwal,,60.48,,,,,,,,,,,,,,
344,2004,dennis_paulson,,60.44,,,,,,,,,,,,,,
345,2004,vijay_singh,,60.36,,,,,,,,,,,,,,
346,2004,davis_love_iii,,60.13,,,,,,,,,,,,,,
347,2004,deane_pappas,,60.08,,,,,,,,,,,,,,
348,2004,jesper_parnevik,,59.98,,,,,,,,,,,,,,
349,2004,rod_pampling,,59.82,,,,,,,,,,,,,,
350,2004,billy_andrade,,59.71,,,,,,,,,,,,,,
351,2004,chris_smith,,59.49,,,,,,,,,,,,,,
352,2004,grant_waite,,59.37,,,,,,,,,,,,,,
353,2004,carlos_franco,,59.33,,,,,,,,,,,,,,
354,2004,steve_allan,,59.29,,,,,,,,,,,,,,
355,2004,roger_tambellini,,59.25,,,,,,,,,,,,,,
356,2004,rory_sabbatini,,59.15,,,,,,,,,,,,,,
357,2004,kris_cox,,59.05,,,,,,,,,,,,,,
358,2004,ken_duke,,59.01,,,,,,,,,,,,,,
359,2004,rich_barcelo,,59.01,,,,,,,,,,,,,,
360,2004,andre_stolz,,58.97,,,,,,,,,,,,,,
361,2004,fred_couples,,58.82,,,,,,,,,,,,,,
362,2004,todd_hamilton,,58.73,,,,,,,,,,,,,,
363,2004,stewart_cink,,58.71,,,,,,,,,,,,,,
364,2004,daniel_chopra,,58.60,,,,,,,,,,,,,,
365,2004,mathias_grönberg,,58.53,,,,,,,,,,,,,,
