full_name,season,champion,top_10,made_cut,total_score,prior_score,prior_afs,sg_on_field,roll_5yr_majors,roll_3yr_majors,roll_1yr_majors,rolling_majors,driving_distance,driving_accuracy,greens_in_regulation,bob_distance,scrambling_rough,scrambling_sand,putting_rating,scoring_avg,sg_off_tee,sg_approach,sg_scrambling,sg_putting,sg_tee_to_green,sg_total
bryson_dechambeau,2017,0,0,1,291,315,299,-16,0,0,0,0.0,299.4,0.5834,0.6548,19.789812193819987,0.522,0.4554,1.62,70.866,0.42,-0.02,-0.016,-0.193,0.38299999999999995,0.19
bryson_dechambeau,2018,0,0,1,284,291,295,4,0,0,0,0.0,305.7,0.6223,0.6965,20.085879852384966,0.5661,0.5579,1.621,69.646,0.586,0.556,0.07,0.34600000000000003,1.212,1.558
bryson_dechambeau,2019,0,0,0,315,284,295,11,0,0,0,0.0,302.5,0.6502,0.662,21.50029608969245,0.5974,0.5067,1.584,70.17699999999999,0.42100000000000004,0.23600000000000002,-0.016,0.3720000000000001,0.6409999999999999,1.013
bubba_watson,2007,0,0,1,291,315,305,-10,0,0,0,0.0,315.2,0.5566,0.6548999999999999,20.087662189070734,0.5443,0.5238,1.635,70.914,0.539,-0.06,-0.192,0.085,0.28800000000000003,0.3720000000000001
bubba_watson,2008,0,0,1,290,315,302,-13,0,0,0,0.0,315.1,0.5516,0.6759999999999999,19.016474491433296,0.5683,0.3936,1.635,70.789,0.5379999999999999,0.41600000000000004,-0.051,-0.385,0.904,0.518
bubba_watson,2010,0,0,1,289,290,300,10,0,0,0,0.0,309.8,0.5567,0.6854,20.32705645944724,0.5584,0.4681,1.633,70.229,0.7979999999999999,0.14,-0.168,-0.075,0.77,0.695
bubba_watson,2011,1,1,1,278,289,299,10,0,0,0,0.0,314.9,0.5692,0.6983,20.3519433961477,0.504,0.3378,1.659,70.625,0.898,0.193,-0.317,-0.182,0.775,0.593
bubba_watson,2012,0,0,1,295,278,297,19,1,1,1,16.0,315.5,0.5884,0.6995,20.005119344807717,0.5725,0.3243,1.652,69.639,1.485,0.265,0.059000000000000004,-0.28,1.8090000000000002,1.5290000000000001
bubba_watson,2013,1,1,1,280,295,300,5,1,1,0,6.0,303.7,0.5872999999999999,0.6940999999999999,19.43870510733675,0.5487,0.4615,1.6580000000000001,70.27600000000001,0.937,0.292,-0.065,-0.096,1.1640000000000001,1.069
bubba_watson,2014,0,0,1,289,280,304,24,2,2,1,22.0,314.3,0.6047,0.6796,19.827480929255746,0.5820000000000001,0.4915,1.61,69.712,0.9670000000000001,0.324,0.111,-0.05,1.402,1.3519999999999999
bubba_watson,2015,0,0,1,297,289,295,6,2,1,0,7.0,315.2,0.5655,0.6931999999999999,21.10840590854743,0.6321,0.5872999999999999,1.585,69.296,1.194,0.684,-0.002,0.212,1.876,2.088
bubba_watson,2016,0,0,0,315,297,304,7,2,1,0,7.0,310.6,0.5511,0.6916,19.2782375685642,0.513,0.5094,1.655,70.333,0.983,0.39299999999999996,-0.017,-0.3670000000000001,1.359,0.992
bubba_watson,2017,0,1,1,279,315,299,-16,1,0,0,1.0,305.8,0.595,0.6286999999999999,20.414616257584765,0.5827,0.3871,1.6269999999999998,71.175,0.647,-0.175,-0.201,-0.187,0.272,0.085
bubba_watson,2018,0,0,1,280,279,295,16,1,0,0,1.0,313.1,0.5827,0.6820999999999999,20.438287599503038,0.5478999999999999,0.4651,1.629,70.384,0.78,0.005,-0.231,0.001,0.5539999999999999,0.555
bubba_watson,2019,0,0,0,315,280,295,15,0,0,0,0.0,311.6,0.5813,0.6676000000000001,21.814668373596696,0.5514,0.4576,1.651,70.71,0.743,-0.052000000000000005,-0.067,-0.344,0.624,0.281
c.t._pan,2019,0,0,0,315,315,295,-20,0,0,0,0.0,285.0,0.6476999999999999,0.6416,19.693933393306686,0.5839,0.5978,1.595,70.96600000000002,-0.114,0.054000000000000006,0.18,-0.062,0.12,0.059000000000000004
cameron_smith,2017,0,1,1,279,315,299,-16,0,0,0,0.0,292.6,0.5626,0.6314,20.565960954937168,0.58,0.4773,1.585,70.90899999999998,-0.13,0.149,0.39899999999999997,0.084,0.418,0.502
cameron_smith,2018,0,0,1,290,279,295,16,0,0,0,0.0,298.4,0.5703,0.6318,20.37888170249889,0.6056,0.5567,1.575,70.517,-0.14800000000000002,0.034,0.218,0.115,0.10400000000000001,0.21899999999999997
cameron_tringale,2014,0,0,1,289,315,304,-11,0,0,0,0.0,282.9,0.6386999999999999,0.6677,18.80318878098428,0.5695,0.5299,1.621,70.63,0.008,0.322,0.23,0.107,0.56,0.6679999999999999
camilo_villegas,2006,0,0,0,315,315,302,-13,0,0,0,0.0,302.1,0.5806,0.6529,19.575519274366926,0.5105,0.4889,1.6269999999999998,70.749,0.629,0.249,0.045,-0.278,0.922,0.644
camilo_villegas,2007,0,0,0,315,315,305,-10,0,0,0,0.0,298.3,0.6023,0.6572,19.038779941652425,0.5543,0.5059,1.632,70.163,0.369,0.603,-0.068,0.046,0.903,0.9490000000000001
camilo_villegas,2008,0,0,1,282,315,302,-13,0,0,0,0.0,293.3,0.5815,0.6459999999999999,19.70859488903255,0.5297999999999999,0.5,1.61,69.49,0.29600000000000004,0.777,0.09300000000000001,0.08800000000000001,1.166,1.254
camilo_villegas,2009,0,0,1,294,282,299,17,0,0,0,0.0,293.0,0.6131,0.6667000000000001,19.489794337892164,0.5736,0.4625,1.63,70.29,0.4270000000000001,0.474,0.128,-0.203,1.028,0.825
camilo_villegas,2010,0,0,1,294,294,300,6,0,0,0,0.0,289.6,0.6165999999999999,0.6605,18.626905663135073,0.5473,0.6,1.635,70.425,0.21,0.755,0.122,-0.396,1.087,0.691
camilo_villegas,2014,0,0,0,315,315,304,-11,0,0,0,0.0,292.5,0.5995,0.6696,19.139014255354603,0.5178,0.4526,1.6230000000000002,70.71600000000002,-0.159,0.413,0.061,0.0,0.316,0.315
carl_pettersson,2005,0,0,1,292,315,303,-12,0,0,0,0.0,291.7,0.6082,0.6607999999999999,19.38898076227835,0.5919,0.5739,1.607,70.877,-0.235,0.39399999999999996,0.18,0.055,0.33799999999999997,0.39399999999999996
carl_pettersson,2006,0,0,1,307,292,302,10,0,0,0,0.0,286.6,0.6101,0.6231,19.86485464331416,0.5567,0.5254,1.6019999999999999,70.654,0.115,0.003,0.309,0.361,0.4270000000000001,0.789
carl_pettersson,2008,0,0,0,315,315,302,-13,0,0,0,0.0,286.0,0.5987,0.6354,19.117335065327488,0.619,0.5075999999999999,1.6,70.245,-0.052000000000000005,0.23600000000000002,0.036000000000000004,0.534,0.22,0.754
carl_pettersson,2010,0,0,0,315,315,300,-15,0,0,0,0.0,282.1,0.6282,0.638,18.70313442982218,0.5459,0.6929000000000001,1.442,70.55199999999998,-0.18,-0.152,0.069,0.8170000000000001,-0.263,0.5539999999999999
carl_pettersson,2012,0,0,1,304,315,297,-18,0,0,0,0.0,297.1,0.5763,0.6389,19.72784178937642,0.57,0.5856,1.581,70.013,0.040999999999999995,0.33399999999999996,0.049,0.444,0.424,0.867
carlos_franco,2004,0,0,0,315,315,303,-12,0,0,0,0.0,290.6,0.5932999999999999,0.6846,19.222631735361663,0.5278,0.5843,1.6369999999999998,70.768,0.13,0.413,0.23600000000000002,-0.134,0.779,0.645
chad_campbell,2004,0,0,1,288,315,303,-12,0,0,0,0.0,288.0,0.6392,0.6774,17.471832489912313,0.5817,0.4222,1.642,70.808,0.183,0.66,-0.132,-0.18600000000000005,0.711,0.525
chad_campbell,2005,0,1,1,284,288,303,15,0,0,0,0.0,294.0,0.6157,0.6854,18.198712771176368,0.5722999999999999,0.4607,1.6469999999999998,70.295,-0.06,0.47600000000000003,0.113,0.165,0.529,0.6940000000000001
chad_campbell,2006,0,0,0,315,284,302,18,0,0,0,0.0,290.9,0.5977,0.6743000000000001,18.218091168762253,0.5211,0.5698,1.639,70.585,-0.16899999999999998,0.45399999999999996,0.21100000000000002,-0.086,0.4970000000000001,0.41100000000000003
chad_campbell,2008,0,1,1,276,315,302,-13,0,0,0,0.0,289.9,0.6568,0.6844,17.766582864092538,0.5054,0.4457,1.639,70.04,0.068,0.83,-0.166,0.16899999999999998,0.732,0.9009999999999999
chad_campbell,2009,0,0,1,298,276,299,23,0,0,0,0.0,291.0,0.635,0.6919,17.747528172959743,0.5844,0.5,1.556,70.43,-0.057,0.635,-0.006,0.03,0.5720000000000001,0.602
charl_schwartzel,2010,1,1,1,274,291,300,9,0,0,0,0.0,300.8,0.6204999999999999,0.5972,19.602652881689245,0.5588000000000001,0.6364,1.615,70.87899999999998,-0.505,0.865,0.338,0.528,0.6990000000000001,1.227
charl_schwartzel,2011,0,0,1,296,274,299,25,1,1,1,16.0,297.0,0.6173,0.6597,20.60581441001544,0.5876,0.4364,1.625,69.619,0.49,0.287,0.121,0.052000000000000005,0.898,0.95
charl_schwartzel,2012,0,0,1,290,296,297,1,1,1,0,6.0,295.8,0.6141,0.6265,18.5564118897545,0.5489999999999999,0.575,1.597,70.281,0.35600000000000004,0.445,0.039,0.084,0.84,0.925
charl_schwartzel,2013,0,0,0,315,290,300,10,1,1,0,6.0,296.1,0.5987,0.6585,19.677745819975303,0.5743,0.5663,1.6119999999999999,69.65100000000001,0.195,0.711,0.061,0.301,0.9670000000000001,1.268
charl_schwartzel,2014,0,0,1,289,315,304,-11,1,0,0,1.0,297.8,0.5945,0.6353,21.691919642525367,0.5814,0.5921,1.574,69.671,0.55,0.315,0.42100000000000004,0.055,1.286,1.341
charl_schwartzel,2015,0,0,0,315,289,295,6,1,0,0,1.0,300.4,0.6081,0.6498999999999999,20.045114117909133,0.5149,0.4808,1.643,71.093,0.669,-0.132,0.092,-0.555,0.629,0.073
charl_schwartzel,2016,0,1,1,282,315,304,-11,0,0,0,0.0,296.7,0.5686,0.6873,19.437668327245426,0.5891,0.5385,1.63,70.00399999999999,0.304,0.652,0.22399999999999998,-0.13699999999999998,1.18,1.043
charl_schwartzel,2017,0,0,0,315,282,299,17,0,0,0,0.0,299.1,0.5431,0.6175999999999999,21.60993855716496,0.5245000000000001,0.6225999999999999,1.581,70.211,-0.023,0.39899999999999997,0.127,0.257,0.504,0.7609999999999999
charl_schwartzel,2018,0,0,0,315,315,295,-20,0,0,0,0.0,299.5,0.5519,0.6111,21.19136542910815,0.5054,0.5857,1.597,71.34899999999998,-0.035,-0.168,-0.073,0.081,-0.276,-0.195
charl_schwartzel,2019,0,0,0,315,315,295,-20,0,0,0,0.0,291.3,0.5067,0.6128,22.452030516315347,0.7051000000000001,0.5606,1.5830000000000002,72.117,-1.526,-0.025,0.234,0.407,-1.317,-0.91
charles_howell_iii,2004,0,0,0,315,288,303,15,0,0,0,0.0,288.5,0.6435,0.6606000000000001,19.337576240602413,0.5495,0.5714,1.633,70.773,0.428,0.018000000000000002,0.095,0.002,0.541,0.5429999999999999
charles_howell_iii,2005,0,0,0,315,315,303,-12,0,0,0,0.0,293.6,0.5751,0.6611,19.80915634245941,0.5385,0.5484,1.636,70.367,0.429,0.047,0.22899999999999998,0.28300000000000003,0.705,0.988
charles_howell_iii,2006,0,0,1,301,315,302,-13,0,0,0,0.0,295.4,0.5639,0.6589,19.84590244231791,0.5206000000000001,0.4884000000000001,1.653,70.946,0.262,0.165,0.114,0.11,0.541,0.6509999999999999
charles_howell_iii,2007,0,0,0,315,301,305,4,0,0,0,0.0,299.8,0.4954,0.6336999999999999,19.600701518057967,0.5054,0.6364,1.649,70.655,-0.212,0.14400000000000002,0.099,0.33799999999999997,0.03,0.368
charles_howell_iii,2011,0,0,1,288,315,299,-16,0,0,0,0.0,297.3,0.5751,0.6890999999999999,19.334608560672862,0.5668,0.5524,1.568,69.66,0.168,0.33299999999999996,0.358,0.38,0.86,1.239
charles_howell_iii,2018,0,0,1,285,315,295,-20,0,0,0,0.0,300.9,0.6259,0.6933,19.190581330578688,0.5385,0.625,1.639,70.219,0.324,0.163,0.095,0.21899999999999997,0.5820000000000001,0.8009999999999999
charles_howell_iii,2019,0,0,0,315,285,295,10,0,0,0,0.0,302.8,0.6283,0.7051000000000001,21.124252945370635,0.6603,0.5,1.6280000000000001,70.483,0.262,-0.07200000000000001,0.32799999999999996,0.29100000000000004,0.518,0.809
charley_hoffman,2010,0,0,1,287,315,300,-15,0,0,0,0.0,298.2,0.6159,0.6653,19.845530650641606,0.598,0.5196000000000001,1.5590000000000002,70.25399999999999,0.638,0.317,-0.065,0.106,0.889,0.995
charley_hoffman,2014,0,1,1,280,315,304,-11,0,0,0,0.0,299.2,0.5869,0.6708,19.46215299769159,0.6022,0.4824,1.609,70.464,0.415,0.301,-0.026000000000000002,0.266,0.691,0.956
charley_hoffman,2015,0,0,1,295,280,295,15,0,0,0,0.0,298.9,0.5801,0.6618999999999999,20.60860658263381,0.568,0.5446,1.6019999999999999,70.613,0.47,0.13699999999999998,-0.33799999999999997,0.065,0.26899999999999996,0.335
charley_hoffman,2016,0,0,1,290,295,304,9,0,0,0,0.0,298.2,0.5479999999999999,0.6457999999999999,18.583941320398107,0.5928,0.5055,1.621,70.658,0.384,0.161,-0.085,-0.092,0.617,0.525
charley_hoffman,2017,0,0,1,282,290,299,9,0,0,0,0.0,298.7,0.5856,0.6662,20.78569084129753,0.5667,0.5659000000000001,1.611,70.351,0.586,0.349,-0.031,-0.012,0.903,0.892
charley_hoffman,2018,0,0,1,284,282,295,13,0,0,0,0.0,299.5,0.5834,0.6653,19.25778415847588,0.5513,0.4891,1.6219999999999999,70.521,0.254,0.21600000000000005,-0.071,0.026000000000000002,0.39799999999999996,0.425
chez_reavie,2008,0,0,0,315,315,302,-13,0,0,0,0.0,281.8,0.7256,0.6661,16.885468872014712,0.5971,0.4486,1.5759999999999998,70.957,0.003,0.209,-0.07400000000000001,-0.19399999999999998,0.138,-0.055999999999999994
chez_reavie,2011,0,0,0,315,315,299,-16,0,0,0,0.0,293.5,0.6731999999999999,0.6859999999999999,18.443335592505434,0.5593,0.434,1.643,70.744,0.381,0.461,-0.34600000000000003,-0.077,0.4970000000000001,0.419
chez_reavie,2017,0,0,1,298,315,299,-16,0,0,0,0.0,285.2,0.7140000000000001,0.6731,17.959831724032263,0.6505,0.5289,1.595,70.244,0.121,0.375,-0.073,0.41700000000000004,0.423,0.84
chez_reavie,2019,0,0,0,315,298,295,-3,0,0,0,0.0,287.0,0.7572,0.6793,18.71713920448315,0.617,0.4419,1.5959999999999999,70.247,0.254,0.625,-0.11699999999999999,0.062,0.762,0.8240000000000001
chris_dimarco,2004,0,1,1,276,286,303,17,0,0,0,0.0,277.3,0.6856,0.6706,19.294503103215693,0.5449,0.5638000000000001,1.6,70.27600000000001,0.134,0.508,0.299,0.121,0.9420000000000001,1.063
chris_dimarco,2005,0,0,0,315,276,303,27,0,0,0,0.0,281.0,0.6154999999999999,0.6415000000000001,18.909720237075017,0.5449,0.5,1.587,70.405,-0.22899999999999998,0.762,0.057999999999999996,0.225,0.591,0.815
chris_dimarco,2006,0,0,0,315,315,302,-13,0,0,0,0.0,279.3,0.6434000000000001,0.6645,17.793277639790443,0.5379,0.5584,1.6230000000000002,70.78699999999998,-0.345,0.47700000000000004,-0.06,0.033,0.07200000000000001,0.105
chris_kirk,2013,0,0,1,290,315,300,-15,0,0,0,0.0,289.0,0.5965,0.6592,18.722032382403828,0.622,0.5222,1.57,70.206,-0.213,0.62,0.099,0.456,0.506,0.9620000000000001
chris_kirk,2014,0,0,1,288,290,304,14,0,0,0,0.0,291.0,0.6278,0.6346,19.78468220619174,0.5657,0.6121,1.58,70.15,0.033,0.287,0.16899999999999998,0.374,0.489,0.862
chris_kirk,2015,0,0,0,315,288,295,7,0,0,0,0.0,285.8,0.6197,0.6454000000000001,19.574984035753392,0.5920000000000001,0.6940999999999999,1.589,70.959,-0.15,0.302,0.198,0.065,0.35,0.414
chris_riley,2004,0,0,1,304,304,303,-1,0,0,0,0.0,277.3,0.6184000000000001,0.6246,19.115615489843787,0.6194,0.5542,1.5819999999999999,70.844,-0.235,0.192,0.297,0.122,0.255,0.377
corey_conners,2018,0,0,1,288,315,295,-20,0,0,0,0.0,303.3,0.6299,0.7019,18.477691053447852,0.5556,0.5,1.6580000000000001,70.743,0.501,0.275,-0.198,-0.385,0.579,0.193
corey_conners,2019,0,0,0,315,288,295,7,0,0,0,0.0,297.3,0.6692,0.7306,17.374586326010757,0.488,0.5333,1.676,70.775,0.653,0.665,-0.12300000000000001,-0.5760000000000001,1.196,0.62
craig_parry,2004,0,0,1,290,315,303,-12,0,0,0,0.0,276.9,0.6351,0.6067,19.10576876233982,0.6,0.6111,1.609,71.414,-0.133,-0.037000000000000005,0.345,0.113,0.175,0.28800000000000003
d.a._points,2010,0,0,0,315,315,300,-15,0,0,0,0.0,283.0,0.6452,0.679,18.406447485263897,0.5928,0.4653,1.652,70.958,0.045,0.191,0.066,-0.10300000000000001,0.302,0.19899999999999998
d.a._points,2012,0,0,1,292,315,297,-18,0,0,0,0.0,284.0,0.6466,0.6648000000000001,19.20876476377385,0.5617,0.4545,1.6380000000000001,70.946,0.067,0.32899999999999996,-0.003,-0.109,0.39399999999999996,0.284
d.a._points,2013,0,0,0,315,292,300,8,0,0,0,0.0,281.1,0.6347999999999999,0.6277,19.32400322641363,0.5954999999999999,0.5257999999999999,1.6159999999999999,71.116,-0.19399999999999998,0.191,0.163,-0.161,0.16,0.0
d.j._trahan,2007,0,0,0,315,315,305,-10,0,0,0,0.0,295.1,0.6536,0.6695,18.111045873689594,0.5297,0.4731,1.66,71.083,0.556,0.14300000000000002,-0.16899999999999998,-0.5589999999999999,0.53,-0.028999999999999998
d.j._trahan,2008,0,0,1,293,315,302,-13,0,0,0,0.0,291.3,0.6531,0.6625,18.487444388016428,0.5686,0.4545,1.64,70.329,0.374,0.496,0.064,-0.41100000000000003,0.934,0.523
daniel_berger,2015,0,1,1,289,315,295,-20,0,0,0,0.0,302.1,0.6074,0.6884,19.34318484634834,0.5936,0.5402,1.624,70.581,0.3720000000000001,0.526,-0.217,-0.193,0.682,0.489
daniel_berger,2016,0,0,1,291,289,304,15,0,0,0,0.0,298.4,0.5668,0.6767,19.294717757286147,0.5577000000000001,0.4505,1.615,70.339,0.32899999999999996,0.49,-0.1,0.175,0.718,0.893
daniel_berger,2017,0,0,1,289,291,299,8,0,0,0,0.0,296.9,0.6003000000000001,0.6667000000000001,19.98288462103952,0.5924,0.4156,1.601,70.12100000000001,0.282,0.57,-0.09,0.149,0.7609999999999999,0.91
daniel_chopra,2007,0,0,0,315,315,305,-10,0,0,0,0.0,297.6,0.5534,0.652,19.24598350955336,0.5853,0.5517,1.5959999999999999,70.94800000000002,-0.02,0.036000000000000004,0.16399999999999998,0.222,0.18,0.402
daniel_summerhays,2016,0,0,1,297,315,304,-11,0,0,0,0.0,288.0,0.5865,0.6302,21.964999430912805,0.5972,0.4672,1.585,70.771,-0.126,-0.257,0.027000000000000003,0.5920000000000001,-0.35600000000000004,0.23600000000000002
danny_lee,2015,0,0,1,292,315,295,-20,0,0,0,0.0,283.1,0.6392,0.6568999999999999,19.18681144258559,0.5409,0.6379,1.57,70.398,-0.301,0.718,-0.062,0.374,0.354,0.7290000000000001
danny_willett,2015,1,1,1,283,289,295,6,0,0,0,0.0,287.3,0.65,0.55,20.574669617301538,0.7857,0.6842,1.539,70.09899999999999,0.012,-1.311,0.757,1.931,-0.542,1.389
danny_willett,2019,0,0,0,315,315,295,-20,1,0,0,1.0,293.8,0.5957,0.6623,19.543060149321548,0.6099,0.5167,1.617,70.828,0.10800000000000001,0.25,0.154,-0.13,0.513,0.38299999999999995
darren_clarke,2004,0,0,1,288,315,303,-12,0,0,0,0.0,289.0,0.6228,0.64,21.772457307851628,0.6322,0.5306000000000001,1.578,70.325,0.626,-0.033,-0.35200000000000004,0.467,0.24,0.7070000000000001
david_duval,2009,0,0,0,315,315,299,-16,0,0,0,0.0,292.7,0.509,0.6091,20.123374468512978,0.5,0.5740999999999999,1.609,72.303,-1.33,-0.266,-0.006,-0.126,-1.6019999999999999,-1.7280000000000002
david_howell,2006,0,0,1,304,290,302,12,0,0,0,0.0,289.1,0.6238,0.6321,20.64279050903729,0.4375,0.5758,1.605,70.885,0.185,-0.018000000000000002,-0.09300000000000001,0.637,0.07400000000000001,0.711
david_lingmerth,2015,0,0,0,315,315,295,-20,0,0,0,0.0,289.5,0.6551,0.6494,18.85368553713924,0.5829,0.5051,1.5919999999999999,70.8,0.379,0.013000000000000001,-0.025,0.039,0.366,0.405
david_lynn,2013,0,0,0,315,293,300,7,0,0,0,0.0,277.9,0.5927,0.6248,18.37916855588292,0.6667000000000001,0.6167,1.594,71.016,-0.22899999999999998,-0.16399999999999998,0.32299999999999995,0.4320000000000001,-0.071,0.361
david_toms,2004,0,0,0,315,315,303,-12,1,0,0,1.0,285.3,0.6336999999999999,0.6847,17.802471738497438,0.53,0.5882000000000001,1.632,70.045,0.102,0.968,-0.024,-0.099,1.045,0.9470000000000001
david_toms,2005,0,0,0,315,315,303,-12,1,0,0,1.0,287.8,0.6596,0.6739,19.08293167335669,0.5145000000000001,0.4915,1.595,69.66,0.201,0.546,0.174,0.305,0.922,1.226
david_toms,2006,0,1,1,294,315,302,-13,0,0,0,0.0,285.4,0.6918000000000001,0.6618,19.014519433989264,0.5564,0.5844,1.6119999999999999,70.089,0.293,0.45299999999999996,0.16399999999999998,0.33799999999999997,0.9109999999999999,1.249
david_toms,2007,0,0,1,299,294,305,11,0,0,0,0.0,282.5,0.6485,0.6378,18.306461215161768,0.5603,0.5645,1.6019999999999999,69.883,-0.087,0.596,0.102,0.278,0.612,0.89
david_toms,2009,0,0,1,286,315,299,-16,0,0,0,0.0,284.2,0.7326,0.6831999999999999,17.409026753382854,0.6089,0.5326,1.544,69.73,0.4970000000000001,0.5660000000000001,-0.006,0.09300000000000001,1.057,1.15
david_toms,2010,0,0,1,286,286,300,14,0,0,0,0.0,281.3,0.7188,0.6758,17.94289336261636,0.6585,0.5385,1.605,70.337,0.254,0.122,0.057999999999999996,0.26,0.433,0.693
david_toms,2011,0,0,1,296,286,299,13,0,0,0,0.0,279.1,0.7182,0.7020000000000001,17.742215918380786,0.5832999999999999,0.5904,1.526,69.706,0.166,0.669,0.001,0.446,0.836,1.2819999999999998
david_toms,2012,0,0,1,287,296,297,1,0,0,0,0.0,275.5,0.6975,0.6609,18.36501996550326,0.6768000000000001,0.6,1.624,70.74,0.131,0.012,0.18899999999999997,-0.141,0.331,0.191
davis_love_iii,2004,0,0,0,315,286,303,17,0,0,0,0.0,300.1,0.6013000000000001,0.6422,20.725885050127804,0.585,0.6173,1.59,70.134,0.491,0.23199999999999998,0.156,0.18100000000000002,0.879,1.0590000000000002
davis_love_iii,2005,0,0,1,291,315,303,-12,0,0,0,0.0,305.4,0.5788,0.6681,19.849113365309016,0.5513,0.6786,1.619,69.839,0.498,0.433,0.013999999999999999,0.195,0.945,1.14
davis_love_iii,2006,0,0,1,300,291,302,11,0,0,0,0.0,301.9,0.5989,0.6659,19.746639165522147,0.4815,0.4556,1.611,70.785,0.446,0.488,-0.34700000000000003,0.266,0.586,0.853
davis_love_iii,2010,0,0,0,315,315,300,-15,0,0,0,0.0,297.7,0.642,0.7025,17.4132771821453,0.5584,0.3919,1.68,70.888,0.297,0.364,0.019,-0.507,0.68,0.17300000000000001
davis_love_iii,2015,0,0,1,299,315,295,-20,0,0,0,0.0,294.7,0.6494,0.6743000000000001,17.374816385920294,0.5125,0.4259000000000001,1.6480000000000001,71.289,0.18899999999999997,-0.335,0.11599999999999999,-0.34700000000000003,-0.031,-0.377
dean_wilson,2006,0,0,1,301,315,302,-13,0,0,0,0.0,282.9,0.6347,0.6527,19.74376737099584,0.5402,0.5522,1.6019999999999999,70.67,-0.344,-0.006999999999999999,0.182,0.6609999999999999,-0.16899999999999998,0.4920000000000001
derek_ernst,2013,0,0,0,315,315,300,-15,0,0,0,0.0,291.5,0.6049,0.6389,18.754088220971983,0.4765,0.3973,1.659,72.271,0.231,-0.564,-0.526,-0.21600000000000005,-0.8590000000000001,-1.075
dudley_hart,2008,0,0,1,293,315,302,-13,0,0,0,0.0,275.5,0.6118,0.6611,19.335221261987147,0.551,0.604,1.515,70.587,-0.456,0.204,0.132,0.652,-0.11900000000000001,0.532
dustin_johnson,2008,0,0,1,287,315,302,-13,0,0,0,0.0,309.7,0.5305,0.6371,20.30809800164566,0.4612,0.3838,1.633,71.223,0.435,-0.268,-0.129,-0.319,0.038,-0.28
dustin_johnson,2009,0,0,1,294,287,299,12,0,0,0,0.0,308.3,0.5539999999999999,0.6607,20.09267555879782,0.5813,0.5455,1.604,70.414,0.509,0.175,0.13699999999999998,0.031,0.8220000000000001,0.853
dustin_johnson,2010,0,0,1,289,294,300,6,0,0,0,0.0,308.5,0.5635,0.6795,20.687922956401398,0.5359,0.5,1.631,70.135,0.76,0.28800000000000003,-0.179,0.11,0.8690000000000001,0.9790000000000001
dustin_johnson,2012,0,0,1,287,289,297,8,0,0,0,0.0,310.2,0.563,0.6575,18.91139318932138,0.6154,0.5634,1.591,69.564,0.72,0.638,-0.035,0.185,1.324,1.5090000000000001
dustin_johnson,2013,0,0,0,315,287,300,13,0,0,0,0.0,305.8,0.5336,0.6675,19.176941720462104,0.5474,0.4615,1.633,70.115,0.332,0.6629999999999999,-0.09,-0.10099999999999999,0.9059999999999999,0.805
dustin_johnson,2014,0,1,1,279,315,304,-11,0,0,0,0.0,311.0,0.5718,0.6803,18.861314022799863,0.6042000000000001,0.5,1.5959999999999999,69.546,0.73,0.5329999999999999,-0.015,0.08199999999999999,1.249,1.331
dustin_johnson,2015,0,1,1,287,279,295,16,0,0,0,0.0,317.7,0.5553,0.6705,20.328669410465604,0.5411,0.3396,1.5819999999999999,69.585,0.96,0.579,-0.212,0.128,1.3259999999999998,1.455
dustin_johnson,2017,0,1,1,281,287,299,12,1,1,0,6.0,315.0,0.5697,0.6951999999999999,18.926935685536748,0.5918,0.4681,1.617,69.54899999999999,1.071,0.67,0.121,0.019,1.8619999999999999,1.882
dustin_johnson,2018,0,1,1,276,281,295,14,1,1,0,6.0,314.0,0.5946,0.7056999999999999,19.881095431478503,0.6296,0.5882000000000001,1.5819999999999999,68.69800000000001,0.919,0.8290000000000001,0.23800000000000002,0.385,1.9869999999999999,2.372
dustin_johnson,2019,0,0,0,315,276,295,19,1,0,0,1.0,312.0,0.5557,0.6698000000000001,20.90483390404132,0.5806,0.5227,1.595,69.895,0.703,0.28800000000000003,0.23399999999999999,0.096,1.225,1.321
dylan_frittelli,2019,0,0,0,315,315,295,-20,0,0,0,0.0,296.5,0.6271,0.6823999999999999,19.845051090329235,0.5943,0.5065,1.6159999999999999,70.737,0.272,0.18600000000000005,0.149,-0.16899999999999998,0.608,0.439
emiliano_grillo,2016,0,0,1,300,292,304,12,0,0,0,0.0,294.3,0.6693000000000001,0.6851999999999999,19.050362419999608,0.5192,0.5341,1.6480000000000001,70.637,0.446,0.255,-0.16699999999999998,-0.055999999999999994,0.534,0.479
emiliano_grillo,2018,0,0,1,296,315,295,-20,0,0,0,0.0,295.2,0.7016,0.6884,19.48403192360349,0.6114999999999999,0.602,1.614,70.152,0.364,0.345,-0.122,0.546,0.5870000000000001,1.133
erik_compton,2014,0,0,1,293,315,304,-11,0,0,0,0.0,283.3,0.5848,0.6307,20.169552479473158,0.5355,0.51,1.599,70.829,-0.08900000000000001,0.066,-0.235,0.282,-0.259,0.023
ernie_els,2004,0,0,1,298,280,303,23,1,1,0,6.0,298.0,0.5550999999999999,0.6561,20.4467996171365,0.5882000000000001,0.5714,1.5830000000000002,68.98100000000001,0.622,0.7090000000000001,0.445,0.124,1.776,1.899
