,full_name,season,experience,champion,top_10,made_cut,total_score,prior_score,ps_roll_avg,prior_afs,sg_on_field,sg_roll_avg,driving_distance,driving_accuracy,greens_in_regulation,bob_distance,scrambling_rough,scrambling_sand,putting_rating,scoring_avg,sg_off_tee,sg_approach,sg_scrambling,sg_putting,sg_tee_to_green,sg_total,masters_last5,usopen_last5,british_last5,pga_last5
114,bryson_dechambeau,2017,1,0,0,1,291,315,315.0,299,-16,-16.0,299.4,0.5834,0.6548,19.789812193819987,0.522,0.4554,1.62,70.866,0.42,-0.02,-0.016,-0.193,0.383,0.19,0,0,0,0
115,bryson_dechambeau,2018,2,0,0,1,284,291,303.0,294,3,-6.5,305.7,0.6223,0.6965,20.085879852384966,0.5661,0.5579,1.621,69.646,0.586,0.556,0.07,0.34600000000000003,1.212,1.558,0,0,0,0
117,bubba_watson,2007,1,0,0,1,291,315,315.0,305,-10,-10.0,315.2,0.5566,0.6548999999999999,20.087662189070734,0.5443,0.5238,1.635,70.914,0.539,-0.06,-0.192,0.085,0.28800000000000003,0.3720000000000001,0,0,0,0
118,bubba_watson,2008,2,0,0,1,290,315,315.0,302,-13,-11.5,315.1,0.5516,0.6759999999999999,19.016474491433296,0.5683,0.3936,1.635,70.789,0.5379999999999999,0.416,-0.051,-0.385,0.904,0.518,0,0,0,0
119,bubba_watson,2010,3,0,0,1,289,290,306.6666666666667,300,10,-4.333333333333333,309.8,0.5567,0.6854,20.32705645944724,0.5584,0.4681,1.633,70.229,0.7979999999999999,0.14,-0.168,-0.075,0.77,0.695,0,0,0,0
120,bubba_watson,2011,4,1,1,1,278,289,302.25,299,10,-0.75,314.9,0.5692,0.6983,20.3519433961477,0.504,0.3378,1.659,70.625,0.898,0.193,-0.317,-0.182,0.775,0.593,0,0,0,0
121,bubba_watson,2012,5,0,0,1,295,278,297.4,297,19,3.2,315.5,0.5884,0.6995,20.005119344807717,0.5725,0.3243,1.652,69.639,1.485,0.265,0.059,-0.28,1.809,1.529,1,0,0,0
122,bubba_watson,2013,6,1,1,1,280,295,297.0,300,5,3.5,303.7,0.5872999999999999,0.6940999999999999,19.43870510733675,0.5487,0.4615,1.658,70.27600000000001,0.937,0.292,-0.065,-0.096,1.164,1.069,1,0,0,0
123,bubba_watson,2014,7,0,0,1,289,280,294.57142857142856,304,24,6.428571428571429,314.3,0.6047,0.6796,19.827480929255746,0.5820000000000001,0.4915,1.61,69.712,0.967,0.324,0.111,-0.05,1.402,1.352,2,0,0,0
124,bubba_watson,2015,8,0,0,1,297,289,293.875,294,5,6.25,315.2,0.5655,0.6931999999999999,21.10840590854743,0.6321,0.5872999999999999,1.585,69.296,1.194,0.684,-0.002,0.212,1.876,2.088,2,0,0,0
125,bubba_watson,2016,9,0,0,0,315,297,294.22222222222223,304,7,6.333333333333333,310.6,0.5511,0.6916,19.2782375685642,0.513,0.5094,1.655,70.333,0.983,0.393,-0.017,-0.3670000000000001,1.359,0.992,2,0,0,0
126,bubba_watson,2017,10,0,1,1,279,315,296.3,299,-16,4.1,305.8,0.595,0.6286999999999999,20.414616257584765,0.5827,0.3871,1.6269999999999998,71.175,0.647,-0.175,-0.201,-0.187,0.272,0.085,1,0,0,0
127,bubba_watson,2018,11,0,0,1,280,279,294.72727272727275,294,15,5.090909090909091,313.1,0.5827,0.6820999999999999,20.438287599503038,0.5478999999999999,0.4651,1.629,70.384,0.78,0.005,-0.231,0.001,0.5539999999999999,0.555,1,0,0,0
130,cameron_smith,2017,1,0,1,1,279,315,315.0,299,-16,-16.0,292.6,0.5626,0.6314,20.565960954937168,0.58,0.4773,1.585,70.90899999999998,-0.13,0.149,0.399,0.084,0.418,0.502,0,0,0,0
131,cameron_smith,2018,2,0,0,1,290,279,297.0,294,15,-0.5,298.4,0.5703,0.6318,20.37888170249889,0.6056,0.5567,1.575,70.517,-0.14800000000000002,0.034,0.218,0.115,0.104,0.219,0,0,0,0
132,cameron_tringale,2014,1,0,0,1,289,315,315.0,304,-11,-11.0,282.9,0.6386999999999999,0.6677,18.80318878098428,0.5695,0.5299,1.621,70.63,0.008,0.322,0.23,0.107,0.56,0.6679999999999999,0,0,0,0
133,camilo_villegas,2006,1,0,0,0,315,315,315.0,302,-13,-13.0,302.1,0.5806,0.6529,19.575519274366926,0.5105,0.4889,1.6269999999999998,70.749,0.629,0.249,0.045,-0.278,0.922,0.644,0,0,0,0
134,camilo_villegas,2007,2,0,0,0,315,315,315.0,305,-10,-11.5,298.3,0.6023,0.6572,19.038779941652425,0.5543,0.5059,1.632,70.163,0.369,0.603,-0.068,0.046,0.903,0.949,0,0,0,0
135,camilo_villegas,2008,3,0,0,1,282,315,315.0,302,-13,-12.0,293.3,0.5815,0.6459999999999999,19.70859488903255,0.5297999999999999,0.5,1.61,69.49,0.29600000000000004,0.777,0.093,0.08800000000000001,1.166,1.254,0,0,0,0
136,camilo_villegas,2009,4,0,0,1,294,282,306.75,299,17,-4.75,293.0,0.6131,0.6667000000000001,19.489794337892164,0.5736,0.4625,1.63,70.29,0.4270000000000001,0.474,0.128,-0.203,1.028,0.825,0,0,0,0
137,camilo_villegas,2010,5,0,0,1,294,294,304.2,300,6,-2.6,289.6,0.6165999999999999,0.6605,18.626905663135073,0.5473,0.6,1.635,70.425,0.21,0.755,0.122,-0.396,1.087,0.691,0,0,0,0
138,camilo_villegas,2014,6,0,0,0,315,315,306.0,304,-11,-4.0,292.5,0.5995,0.6696,19.139014255354606,0.5178,0.4526,1.6230000000000002,70.71600000000002,-0.159,0.413,0.061,0.0,0.316,0.315,0,0,0,0
139,carl_pettersson,2005,1,0,0,1,292,315,315.0,303,-12,-12.0,291.7,0.6082,0.6607999999999999,19.38898076227835,0.5919,0.5739,1.607,70.877,-0.235,0.394,0.18,0.055,0.338,0.394,0,0,0,0
140,carl_pettersson,2006,2,0,0,1,307,292,303.5,302,10,-1.0,286.6,0.6101,0.6231,19.86485464331416,0.5567,0.5254,1.602,70.654,0.115,0.003,0.309,0.361,0.4270000000000001,0.789,0,0,0,0
141,carl_pettersson,2008,3,0,0,0,315,315,307.3333333333333,302,-13,-5.0,286.0,0.5987,0.6354,19.117335065327488,0.619,0.5075999999999999,1.6,70.245,-0.052000000000000005,0.236,0.036000000000000004,0.534,0.22,0.754,0,0,0,0
142,carl_pettersson,2010,4,0,0,0,315,315,309.25,300,-15,-7.5,282.1,0.6282,0.638,18.70313442982218,0.5459,0.6929000000000001,1.442,70.55199999999998,-0.18,-0.152,0.069,0.8170000000000001,-0.263,0.5539999999999999,0,0,0,0
143,carl_pettersson,2012,5,0,0,1,304,315,310.4,297,-18,-9.6,297.1,0.5763,0.6389,19.72784178937642,0.57,0.5856,1.581,70.013,0.041,0.334,0.049,0.444,0.424,0.867,0,0,0,0
144,carlos_franco,2004,1,0,0,0,315,315,315.0,303,-12,-12.0,290.6,0.5932999999999999,0.6846,19.222631735361663,0.5278,0.5843,1.6369999999999998,70.768,0.13,0.413,0.236,-0.134,0.779,0.645,0,0,0,0
145,chad_campbell,2004,1,0,0,1,288,315,315.0,303,-12,-12.0,288.0,0.6392,0.6774,17.471832489912313,0.5817,0.4222,1.642,70.808,0.183,0.66,-0.132,-0.18600000000000005,0.711,0.525,0,0,0,0
146,chad_campbell,2005,2,0,1,1,284,288,301.5,303,15,1.5,294.0,0.6157,0.6854,18.198712771176368,0.5722999999999999,0.4607,1.6469999999999998,70.295,-0.06,0.476,0.113,0.165,0.529,0.6940000000000001,0,1,0,0
147,chad_campbell,2006,3,0,0,0,315,284,295.6666666666667,302,18,7.0,290.9,0.5977,0.6743000000000001,18.218091168762253,0.5211,0.5698,1.639,70.585,-0.16899999999999998,0.454,0.211,-0.086,0.4970000000000001,0.411,0,0,0,0
148,chad_campbell,2008,4,0,1,1,276,315,300.5,302,-13,2.0,289.9,0.6568,0.6844,17.766582864092538,0.5054,0.4457,1.639,70.04,0.068,0.83,-0.166,0.16899999999999998,0.732,0.901,0,0,0,0
149,chad_campbell,2009,5,0,0,1,298,276,295.6,299,23,6.2,291.0,0.635,0.6919,17.747528172959743,0.5844,0.5,1.556,70.43,-0.057,0.635,-0.006,0.03,0.5720000000000001,0.602,0,0,0,0
150,charl_schwartzel,2010,1,1,1,1,274,291,291.0,300,9,9.0,300.8,0.6204999999999999,0.5972,19.602652881689245,0.5588000000000001,0.6364,1.615,70.87899999999998,-0.505,0.865,0.33799999999999997,0.528,0.6990000000000001,1.227,0,0,0,0
151,charl_schwartzel,2011,2,0,0,1,296,274,282.5,299,25,17.0,297.0,0.6173,0.6597,20.60581441001544,0.5876,0.4364,1.625,69.619,0.49,0.287,0.121,0.052000000000000005,0.898,0.95,1,0,0,0
152,charl_schwartzel,2012,3,0,0,1,290,296,287.0,297,1,11.666666666666666,295.8,0.6141,0.6265,18.5564118897545,0.5489999999999999,0.575,1.597,70.281,0.35600000000000004,0.445,0.039,0.084,0.84,0.925,1,0,0,0
153,charl_schwartzel,2013,4,0,0,0,315,290,287.75,300,10,11.25,296.1,0.5987,0.6585,19.677745819975303,0.5743,0.5663,1.612,69.65100000000001,0.195,0.711,0.061,0.301,0.967,1.268,1,0,0,0
154,charl_schwartzel,2014,5,0,0,1,289,315,293.2,304,-11,6.8,297.8,0.5945,0.6353,21.691919642525367,0.5814,0.5921,1.574,69.671,0.55,0.315,0.421,0.055,1.286,1.341,1,0,0,0
155,charl_schwartzel,2015,6,0,0,0,315,289,292.5,294,5,6.5,300.4,0.6081,0.6498999999999999,20.045114117909133,0.5149,0.4808,1.643,71.093,0.669,-0.132,0.092,-0.555,0.629,0.073,1,0,0,0
156,charl_schwartzel,2016,7,0,1,1,282,315,295.7142857142857,304,-11,4.0,296.7,0.5686,0.6873,19.437668327245426,0.5891,0.5385,1.63,70.00399999999999,0.304,0.652,0.224,-0.13699999999999998,1.18,1.043,0,0,0,0
157,charl_schwartzel,2017,8,0,0,0,315,282,294.0,299,17,5.625,299.1,0.5431,0.6175999999999999,21.60993855716496,0.5245000000000001,0.6225999999999999,1.581,70.211,-0.023,0.399,0.127,0.257,0.504,0.7609999999999999,0,0,0,0
158,charl_schwartzel,2018,9,0,0,0,315,315,296.3333333333333,294,-21,2.6666666666666665,299.5,0.5519,0.6111,21.19136542910815,0.5054,0.5857,1.597,71.34899999999998,-0.035,-0.168,-0.073,0.081,-0.276,-0.195,0,0,0,0
160,charles_howell_iii,2004,1,0,0,0,315,288,288.0,303,15,15.0,288.5,0.6435,0.6606000000000001,19.337576240602413,0.5495,0.5714,1.633,70.773,0.428,0.018000000000000002,0.095,0.002,0.541,0.5429999999999999,0,0,0,0
161,charles_howell_iii,2005,2,0,0,0,315,315,301.5,303,-12,1.5,293.6,0.5751,0.6611,19.80915634245941,0.5385,0.5484,1.636,70.367,0.429,0.047,0.229,0.28300000000000003,0.705,0.988,0,0,0,0
162,charles_howell_iii,2006,3,0,0,1,301,315,306.0,302,-13,-3.3333333333333335,295.4,0.5639,0.6589,19.84590244231791,0.5206000000000001,0.4884000000000001,1.653,70.946,0.262,0.165,0.114,0.11,0.541,0.6509999999999999,0,0,0,0
163,charles_howell_iii,2007,4,0,0,0,315,301,304.75,305,4,-1.5,299.8,0.4954,0.6336999999999999,19.600701518057967,0.5054,0.6364,1.649,70.655,-0.212,0.14400000000000002,0.099,0.338,0.03,0.368,0,0,0,0
164,charles_howell_iii,2011,5,0,0,1,288,315,306.8,299,-16,-4.4,297.3,0.5751,0.6890999999999999,19.334608560672862,0.5668,0.5524,1.568,69.66,0.168,0.333,0.358,0.38,0.86,1.239,0,0,0,0
165,charles_howell_iii,2018,6,0,0,1,285,315,308.1666666666667,294,-21,-7.166666666666667,300.9,0.6259,0.6933,19.190581330578688,0.5385,0.625,1.639,70.219,0.324,0.163,0.095,0.219,0.5820000000000001,0.8009999999999999,0,0,0,0
167,charley_hoffman,2010,1,0,0,1,287,315,315.0,300,-15,-15.0,298.2,0.6159,0.6653,19.845530650641606,0.598,0.5196000000000001,1.5590000000000002,70.25399999999999,0.638,0.317,-0.065,0.106,0.889,0.995,0,0,0,0
168,charley_hoffman,2014,2,0,1,1,280,315,315.0,304,-11,-13.0,299.2,0.5869,0.6708,19.46215299769159,0.6022,0.4824,1.609,70.464,0.415,0.301,-0.026,0.266,0.691,0.956,0,0,0,0
169,charley_hoffman,2015,3,0,0,1,295,280,303.3333333333333,294,14,-4.0,298.9,0.5801,0.6618999999999999,20.608606582633808,0.568,0.5446,1.602,70.613,0.47,0.13699999999999998,-0.338,0.065,0.269,0.335,0,0,0,0
170,charley_hoffman,2016,4,0,0,1,290,295,301.25,304,9,-0.75,298.2,0.5479999999999999,0.6457999999999999,18.583941320398107,0.5928,0.5055,1.621,70.658,0.384,0.161,-0.085,-0.092,0.617,0.525,0,0,0,0
171,charley_hoffman,2017,5,0,0,1,282,290,299.0,299,9,1.2,298.7,0.5856,0.6662,20.78569084129753,0.5667,0.5659000000000001,1.611,70.351,0.586,0.349,-0.031,-0.012,0.903,0.892,0,0,0,0
172,charley_hoffman,2018,6,0,0,1,284,282,296.1666666666667,294,12,3.0,299.5,0.5834,0.6653,19.25778415847588,0.5513,0.4891,1.622,70.521,0.254,0.21600000000000005,-0.071,0.026,0.398,0.425,0,0,0,0
173,chez_reavie,2008,1,0,0,0,315,315,315.0,302,-13,-13.0,281.8,0.7256,0.6661,16.885468872014712,0.5971,0.4486,1.5759999999999998,70.957,0.003,0.209,-0.07400000000000001,-0.194,0.138,-0.056,0,0,0,0
174,chez_reavie,2011,2,0,0,0,315,315,315.0,299,-16,-14.5,293.5,0.6731999999999999,0.6859999999999999,18.443335592505434,0.5593,0.434,1.643,70.744,0.381,0.461,-0.34600000000000003,-0.077,0.4970000000000001,0.419,0,0,0,0
175,chez_reavie,2017,3,0,0,1,298,315,315.0,299,-16,-15.0,285.2,0.7140000000000001,0.6731,17.959831724032266,0.6505,0.5289,1.595,70.244,0.121,0.375,-0.073,0.417,0.423,0.84,0,0,0,0
177,chris_dimarco,2004,1,0,1,1,276,286,286.0,303,17,17.0,277.3,0.6856,0.6706,19.294503103215693,0.5449,0.5638000000000001,1.6,70.27600000000001,0.134,0.508,0.299,0.121,0.942,1.063,0,0,0,0
178,chris_dimarco,2005,2,0,0,0,315,276,281.0,303,27,22.0,281.0,0.6154999999999999,0.6415000000000001,18.909720237075017,0.5449,0.5,1.587,70.405,-0.229,0.762,0.058,0.225,0.591,0.815,0,0,0,0
179,chris_dimarco,2006,3,0,0,0,315,315,292.3333333333333,302,-13,10.333333333333334,279.3,0.6434000000000001,0.6645,17.793277639790443,0.5379,0.5584,1.6230000000000002,70.78699999999998,-0.345,0.477,-0.06,0.033,0.07200000000000001,0.105,0,0,0,0
180,chris_kirk,2013,1,0,0,1,290,315,315.0,300,-15,-15.0,289.0,0.5965,0.6592,18.722032382403828,0.622,0.5222,1.57,70.206,-0.213,0.62,0.099,0.456,0.506,0.962,0,0,0,0
181,chris_kirk,2014,2,0,0,1,288,290,302.5,304,14,-0.5,291.0,0.6278,0.6346,19.78468220619174,0.5657,0.6121,1.58,70.15,0.033,0.287,0.16899999999999998,0.374,0.489,0.862,0,0,0,0
182,chris_kirk,2015,3,0,0,0,315,288,297.6666666666667,294,6,1.6666666666666667,285.8,0.6197,0.6454000000000001,19.574984035753392,0.5920000000000001,0.6940999999999999,1.589,70.959,-0.15,0.302,0.198,0.065,0.35,0.414,0,0,0,0
183,chris_riley,2004,1,0,0,1,304,304,304.0,303,-1,-1.0,277.3,0.6184000000000001,0.6246,19.115615489843787,0.6194,0.5542,1.582,70.844,-0.235,0.192,0.297,0.122,0.255,0.377,0,0,0,0
184,corey_conners,2018,1,0,0,1,288,315,315.0,294,-21,-21.0,303.3,0.6299,0.7019,18.47769105344785,0.5556,0.5,1.658,70.743,0.501,0.275,-0.198,-0.385,0.579,0.193,0,0,0,0
186,craig_parry,2004,1,0,0,1,290,315,315.0,303,-12,-12.0,276.9,0.6351,0.6067,19.10576876233982,0.6,0.6111,1.609,71.414,-0.133,-0.037000000000000005,0.345,0.113,0.175,0.28800000000000003,0,0,0,0
187,d.a._points,2010,1,0,0,0,315,315,315.0,300,-15,-15.0,283.0,0.6452,0.679,18.406447485263893,0.5928,0.4653,1.652,70.958,0.045,0.191,0.066,-0.103,0.302,0.199,0,0,0,0
188,d.a._points,2012,2,0,0,1,292,315,315.0,297,-18,-16.5,284.0,0.6466,0.6648000000000001,19.20876476377385,0.5617,0.4545,1.638,70.946,0.067,0.329,-0.003,-0.109,0.394,0.284,0,0,0,0
189,d.a._points,2013,3,0,0,0,315,292,307.3333333333333,300,8,-8.333333333333334,281.1,0.6347999999999999,0.6277,19.32400322641363,0.5954999999999999,0.5257999999999999,1.616,71.116,-0.194,0.191,0.163,-0.161,0.16,0.0,0,0,0,0
190,d.j._trahan,2007,1,0,0,0,315,315,315.0,305,-10,-10.0,295.1,0.6536,0.6695,18.111045873689594,0.5297,0.4731,1.66,71.083,0.556,0.14300000000000002,-0.16899999999999998,-0.5589999999999999,0.53,-0.029,0,0,0,0
191,d.j._trahan,2008,2,0,0,1,293,315,315.0,302,-13,-11.5,291.3,0.6531,0.6625,18.487444388016428,0.5686,0.4545,1.64,70.329,0.374,0.496,0.064,-0.411,0.934,0.523,0,0,0,0
192,daniel_berger,2015,1,0,1,1,289,315,315.0,294,-21,-21.0,302.1,0.6074,0.6884,19.34318484634834,0.5936,0.5402,1.624,70.581,0.3720000000000001,0.526,-0.217,-0.193,0.682,0.489,0,0,0,0
193,daniel_berger,2016,2,0,0,1,291,289,302.0,304,15,-3.0,298.4,0.5668,0.6767,19.294717757286147,0.5577000000000001,0.4505,1.615,70.339,0.329,0.49,-0.1,0.175,0.718,0.893,0,0,0,0
194,daniel_berger,2017,3,0,0,1,289,291,298.3333333333333,299,8,0.6666666666666666,296.9,0.6003000000000001,0.6667000000000001,19.98288462103952,0.5924,0.4156,1.601,70.12100000000001,0.282,0.57,-0.09,0.149,0.7609999999999999,0.91,0,0,0,0
195,daniel_chopra,2007,1,0,0,0,315,315,315.0,305,-10,-10.0,297.6,0.5534,0.652,19.24598350955336,0.5853,0.5517,1.596,70.94800000000002,-0.02,0.036000000000000004,0.16399999999999998,0.222,0.18,0.402,0,0,0,0
196,daniel_summerhays,2016,1,0,0,1,297,315,315.0,304,-11,-11.0,288.0,0.5865,0.6302,21.964999430912805,0.5972,0.4672,1.585,70.771,-0.126,-0.257,0.027000000000000003,0.5920000000000001,-0.35600000000000004,0.236,0,0,0,0
197,danny_lee,2015,1,0,0,1,292,315,315.0,294,-21,-21.0,283.1,0.6392,0.6568999999999999,19.18681144258559,0.5409,0.6379,1.57,70.398,-0.301,0.718,-0.062,0.374,0.354,0.7290000000000001,0,0,0,0
198,danny_willett,2015,1,1,1,1,283,289,289.0,294,5,5.0,287.3,0.65,0.55,20.574669617301534,0.7857,0.6842,1.5390000000000001,70.09899999999999,0.012,-1.311,0.757,1.931,-0.542,1.389,0,0,0,0
200,darren_clarke,2004,1,0,0,1,288,315,315.0,303,-12,-12.0,289.0,0.6228,0.64,21.772457307851628,0.6322,0.5306000000000001,1.578,70.325,0.626,-0.033,-0.35200000000000004,0.467,0.24,0.7070000000000001,0,0,0,0
201,david_duval,2009,1,0,0,0,315,315,315.0,299,-16,-16.0,292.7,0.509,0.6091,20.123374468512978,0.5,0.5740999999999999,1.609,72.303,-1.33,-0.266,-0.006,-0.126,-1.602,-1.7280000000000002,0,0,0,0
202,david_howell,2006,1,0,0,1,304,290,290.0,302,12,12.0,289.1,0.6238,0.6321,20.64279050903729,0.4375,0.5758,1.605,70.885,0.185,-0.018000000000000002,-0.093,0.637,0.07400000000000001,0.711,0,0,0,0
203,david_lingmerth,2015,1,0,0,0,315,315,315.0,294,-21,-21.0,289.5,0.6551,0.6494,18.85368553713924,0.5829,0.5051,1.592,70.8,0.379,0.013,-0.025,0.039,0.366,0.405,0,0,0,0
204,david_lynn,2013,1,0,0,0,315,293,293.0,300,7,7.0,277.9,0.5927,0.6248,18.37916855588292,0.6667000000000001,0.6167,1.594,71.016,-0.229,-0.16399999999999998,0.32299999999999995,0.4320000000000001,-0.071,0.361,0,0,0,0
205,david_toms,2004,1,0,0,0,315,315,315.0,303,-12,-12.0,285.3,0.6336999999999999,0.6847,17.802471738497438,0.53,0.5882000000000001,1.632,70.045,0.102,0.968,-0.024,-0.099,1.045,0.947,0,0,0,1
206,david_toms,2005,2,0,0,0,315,315,315.0,303,-12,-12.0,287.8,0.6596,0.6739,19.08293167335669,0.5145000000000001,0.4915,1.595,69.66,0.201,0.546,0.174,0.305,0.922,1.226,0,0,0,1
207,david_toms,2006,3,0,1,1,294,315,315.0,302,-13,-12.333333333333334,285.4,0.6918000000000001,0.6618,19.014519433989264,0.5564,0.5844,1.612,70.089,0.293,0.453,0.16399999999999998,0.338,0.911,1.249,0,0,0,0
208,david_toms,2007,4,0,0,1,299,294,309.75,305,11,-6.5,282.5,0.6485,0.6378,18.306461215161764,0.5603,0.5645,1.602,69.883,-0.087,0.596,0.102,0.278,0.612,0.89,0,0,0,0
209,david_toms,2009,5,0,0,1,286,315,310.8,299,-16,-8.4,284.2,0.7326,0.6831999999999999,17.409026753382854,0.6089,0.5326,1.544,69.73,0.4970000000000001,0.5660000000000001,-0.006,0.093,1.057,1.15,0,0,0,0
210,david_toms,2010,6,0,0,1,286,286,306.6666666666667,300,14,-4.666666666666667,281.3,0.7188,0.6758,17.94289336261636,0.6585,0.5385,1.605,70.337,0.254,0.122,0.058,0.26,0.433,0.693,0,0,0,0
211,david_toms,2011,7,0,0,1,296,286,303.7142857142857,299,13,-2.142857142857143,279.1,0.7182,0.7020000000000001,17.742215918380786,0.5832999999999999,0.5904,1.526,69.706,0.166,0.669,0.001,0.446,0.836,1.2819999999999998,0,0,0,0
212,david_toms,2012,8,0,0,1,287,296,302.75,297,1,-1.75,275.5,0.6975,0.6609,18.36501996550326,0.6768000000000001,0.6,1.624,70.74,0.131,0.012,0.189,-0.141,0.331,0.191,0,0,0,0
213,davis_love_iii,2004,1,0,0,0,315,286,286.0,303,17,17.0,300.1,0.6013000000000001,0.6422,20.725885050127804,0.585,0.6173,1.59,70.134,0.491,0.232,0.156,0.181,0.879,1.0590000000000002,0,0,0,0
214,davis_love_iii,2005,2,0,0,1,291,315,300.5,303,-12,2.5,305.4,0.5788,0.6681,19.849113365309016,0.5513,0.6786,1.619,69.839,0.498,0.433,0.014,0.195,0.945,1.14,0,0,0,0
215,davis_love_iii,2006,3,0,0,1,300,291,297.3333333333333,302,11,5.333333333333333,301.9,0.5989,0.6659,19.746639165522147,0.4815,0.4556,1.611,70.785,0.446,0.488,-0.34700000000000003,0.266,0.586,0.853,0,0,0,0
216,davis_love_iii,2010,4,0,0,0,315,315,301.75,300,-15,0.25,297.7,0.642,0.7025,17.4132771821453,0.5584,0.3919,1.68,70.888,0.297,0.364,0.019,-0.507,0.68,0.173,0,0,0,0
217,davis_love_iii,2015,5,0,0,1,299,315,304.4,294,-21,-4.0,294.7,0.6494,0.6743000000000001,17.374816385920294,0.5125,0.4259000000000001,1.648,71.289,0.189,-0.335,0.116,-0.34700000000000003,-0.031,-0.377,0,0,0,0
218,dean_wilson,2006,1,0,0,1,301,315,315.0,302,-13,-13.0,282.9,0.6347,0.6527,19.74376737099584,0.5402,0.5522,1.602,70.67,-0.344,-0.006999999999999999,0.182,0.6609999999999999,-0.16899999999999998,0.4920000000000001,0,0,0,0
219,derek_ernst,2013,1,0,0,0,315,315,315.0,300,-15,-15.0,291.5,0.6049,0.6389,18.754088220971983,0.4765,0.3973,1.659,72.271,0.231,-0.564,-0.526,-0.21600000000000005,-0.8590000000000001,-1.075,0,0,0,0
220,dudley_hart,2008,1,0,0,1,293,315,315.0,302,-13,-13.0,275.5,0.6118,0.6611,19.335221261987147,0.551,0.604,1.515,70.587,-0.456,0.204,0.132,0.652,-0.119,0.532,0,0,0,0
221,dustin_johnson,2008,1,0,0,1,287,315,315.0,302,-13,-13.0,309.7,0.5305,0.6371,20.30809800164566,0.4612,0.3838,1.633,71.223,0.435,-0.268,-0.129,-0.319,0.038,-0.28,0,0,0,0
222,dustin_johnson,2009,2,0,0,1,294,287,301.0,299,12,-0.5,308.3,0.5539999999999999,0.6607,20.09267555879782,0.5813,0.5455,1.604,70.414,0.509,0.175,0.13699999999999998,0.031,0.8220000000000001,0.853,0,0,0,0
223,dustin_johnson,2010,3,0,0,1,289,294,298.6666666666667,300,6,1.6666666666666667,308.5,0.5635,0.6795,20.687922956401398,0.5359,0.5,1.631,70.135,0.76,0.28800000000000003,-0.179,0.11,0.8690000000000001,0.979,0,0,0,0
224,dustin_johnson,2012,4,0,0,1,287,289,296.25,297,8,3.25,310.2,0.563,0.6575,18.91139318932138,0.6154,0.5634,1.591,69.564,0.72,0.638,-0.035,0.185,1.324,1.509,0,0,0,0
225,dustin_johnson,2013,5,0,0,0,315,287,294.4,300,13,5.2,305.8,0.5336,0.6675,19.176941720462104,0.5474,0.4615,1.633,70.115,0.332,0.6629999999999999,-0.09,-0.101,0.906,0.805,0,0,0,0
226,dustin_johnson,2014,6,0,1,1,279,315,297.8333333333333,304,-11,2.5,311.0,0.5718,0.6803,18.861314022799863,0.6042000000000001,0.5,1.596,69.546,0.73,0.5329999999999999,-0.015,0.08199999999999999,1.249,1.331,0,0,0,0
227,dustin_johnson,2015,7,0,1,1,287,279,295.14285714285717,294,15,4.285714285714286,317.7,0.5553,0.6705,20.328669410465604,0.5411,0.3396,1.582,69.585,0.96,0.579,-0.212,0.128,1.3259999999999998,1.455,0,0,0,0
228,dustin_johnson,2017,8,0,1,1,281,287,294.125,299,12,5.25,315.0,0.5697,0.6951999999999999,18.926935685536748,0.5918,0.4681,1.617,69.54899999999999,1.071,0.67,0.121,0.019,1.862,1.882,0,1,0,0
229,dustin_johnson,2018,9,0,1,1,276,281,292.6666666666667,294,13,6.111111111111111,314.0,0.5946,0.7056999999999999,19.881095431478503,0.6296,0.5882000000000001,1.582,68.69800000000001,0.919,0.8290000000000001,0.238,0.385,1.987,2.372,0,1,0,0
232,emiliano_grillo,2016,1,0,0,1,300,292,292.0,304,12,12.0,294.3,0.6693000000000001,0.6851999999999999,19.050362419999608,0.5192,0.5341,1.648,70.637,0.446,0.255,-0.16699999999999998,-0.056,0.534,0.479,0,0,0,0
233,emiliano_grillo,2018,2,0,0,1,296,315,303.5,294,-21,-4.5,295.2,0.7016,0.6884,19.48403192360349,0.6114999999999999,0.602,1.614,70.152,0.364,0.345,-0.122,0.546,0.5870000000000001,1.133,0,0,0,0
234,erik_compton,2014,1,0,0,1,293,315,315.0,304,-11,-11.0,283.3,0.5848,0.6307,20.169552479473158,0.5355,0.51,1.599,70.829,-0.08900000000000001,0.066,-0.235,0.282,-0.259,0.023,0,0,0,0
235,ernie_els,2004,1,0,0,1,298,280,280.0,303,23,23.0,298.0,0.5550999999999999,0.6561,20.4467996171365,0.5882000000000001,0.5714,1.5830000000000002,68.98100000000001,0.622,0.7090000000000001,0.445,0.124,1.776,1.899,0,0,1,0
236,ernie_els,2006,2,0,0,0,315,292,286.0,302,10,16.5,295.1,0.5761999999999999,0.6372,20.253147903474158,0.5726,0.5616,1.595,69.756,0.344,0.408,0.619,-0.006999999999999999,1.37,1.3630000000000002,0,0,1,0
237,ernie_els,2007,3,0,0,0,315,315,295.6666666666667,305,-10,7.666666666666667,297.9,0.5699000000000001,0.6466,18.810788977191905,0.5,0.625,1.608,69.294,0.452,0.994,0.163,-0.031,1.609,1.578,0,0,0,0
238,ernie_els,2008,4,0,0,0,315,315,300.5,302,-13,2.5,291.6,0.5688,0.6133,17.53760210233999,0.5051,0.617,1.6269999999999998,69.898,0.101,0.79,0.228,-0.509,1.12,0.611,0,0,0,0
