,season,full_name,drive_distance,gir,proximity,scrambling,putting_conversion
121,2004,chris_dimarco,277.3,0.6706,35.5,0.6127,0.2954
122,2004,chris_riley,277.3,0.6246,36.333333333333336,0.602,0.2768
123,2004,craig_parry,276.9,0.6067,37.333333333333336,0.5847,0.2619
124,2004,darren_clarke,289.0,0.64,38.41666666666666,0.6013000000000001,0.3212
125,2004,david_toms,285.3,0.6847,32.0,0.5667,0.3095
126,2004,davis_love_iii,300.1,0.6422,37.333333333333336,0.6149,0.30820000000000003
127,2004,ernie_els,298.0,0.6561,35.416666666666664,0.6406999999999999,0.3333
128,2004,fred_couples,294.5,0.6635,36.25,0.5206000000000001,0.30260000000000004
129,2004,fred_funk,271.9,0.6551,31.16666666666667,0.6124,0.2843
130,2004,freddie_jacobson,287.9,0.6437999999999999,36.833333333333336,0.5965,0.3279
131,2004,jay_haas,274.5,0.6695,33.916666666666664,0.634,0.2816
132,2004,jeff_maggert,281.2,0.675,34.0,0.5670000000000001,0.2847
133,2004,jerry_kelly,278.1,0.6799,34.083333333333336,0.6274000000000001,0.2958
134,2004,jesper_parnevik,287.9,0.6609,38.083333333333336,0.6419,0.3059
135,2004,joe_ogilvie,288.8,0.6307,35.916666666666664,0.6062,0.3181
136,2004,john_daly,306.0,0.6639,36.66666666666666,0.5523,0.3333
137,2004,jonathan_kaye,290.9,0.6652,37.0,0.5633,0.2775
138,2004,josé_maría_olazábal,277.7,0.625,35.666666666666664,0.6382,0.28350000000000003
139,2004,justin_leonard,282.9,0.6607999999999999,33.5,0.6185,0.2792
140,2004,k.j._choi,285.0,0.6585,33.583333333333336,0.5794,0.29350000000000004
141,2004,kenny_perry,295.9,0.6864,34.5,0.5431,0.3074
142,2004,kirk_triplett,279.1,0.6766,33.75,0.636,0.2983
143,2004,luke_donald,279.8,0.6937000000000001,35.833333333333336,0.5995,0.2656
144,2004,mark_hensby,284.6,0.6325999999999999,35.666666666666664,0.5919,0.3153
145,2004,mark_o'meara,272.9,0.6245,35.666666666666664,0.6173,0.2837
146,2004,mike_weir,282.1,0.6514,35.416666666666664,0.5917,0.3126
147,2004,nick_price,272.8,0.5911,34.75,0.6223,0.2922
148,2004,peter_lonard,291.4,0.6288,36.41666666666666,0.5760000000000001,0.2386
149,2004,phil_mickelson,295.4,0.6955,35.5,0.6467,0.3286
150,2004,retief_goosen,294.2,0.6869,34.583333333333336,0.6613,0.3201
151,2004,rich_beem,296.7,0.6371,36.91666666666666,0.5328,0.2888
152,2004,robert_allenby,294.9,0.7033,34.416666666666664,0.5596,0.2837
153,2004,rod_pampling,292.1,0.6613,35.583333333333336,0.6073,0.308
154,2004,rory_sabbatini,292.2,0.6492,36.583333333333336,0.6317,0.2998
155,2004,ryan_palmer,295.6,0.655,36.333333333333336,0.5765,0.3152
156,2004,scott_verplank,278.0,0.685,33.083333333333336,0.6182,0.30920000000000003
157,2004,sergio_garcia,295.1,0.7082999999999999,34.916666666666664,0.5297999999999999,0.2948
158,2004,shaun_micheel,287.5,0.6697,36.25,0.5693,0.2745
159,2004,shigeki_maruyama,280.1,0.6455,35.083333333333336,0.6133,0.3124
160,2004,stephen_ames,287.9,0.6842,33.5,0.6019,0.30820000000000003
161,2004,steve_flesch,279.9,0.6577,36.5,0.575,0.3027
162,2004,stewart_cink,290.5,0.6638,35.25,0.644,0.3134
163,2004,stuart_appleby,293.2,0.6509999999999999,35.75,0.6102000000000001,0.3085
164,2004,ted_purdy,289.2,0.6736,34.583333333333336,0.5851,0.3047
165,2004,tiger_woods,301.9,0.669,35.166666666666664,0.6107,0.35450000000000004
166,2004,tim_clark,278.8,0.6581,30.75,0.6053999999999999,0.2988
167,2004,tim_herron,293.8,0.6513,35.916666666666664,0.5835,0.2696
168,2004,todd_hamilton,283.5,0.6269,36.833333333333336,0.5871,0.2768
169,2004,tom_lehman,287.2,0.7138,32.75,0.6118,0.30210000000000004
170,2004,vijay_singh,300.8,0.7303000000000001,34.0,0.6236,0.32659999999999995
171,2004,zach_johnson,285.6,0.6786,35.083333333333336,0.5929,0.3025
172,2005,adam_scott,300.1,0.6724,32.583333333333336,0.5536,0.2847
173,2005,arron_oberholser,283.5,0.6684,34.5,0.5931000000000001,0.2751
174,2005,bart_bryant,283.2,0.6893,34.833333333333336,0.5658,0.2994
175,2005,ben_crane,293.1,0.6239,36.41666666666666,0.6008,0.3354
176,2005,ben_curtis,280.0,0.6188,35.166666666666664,0.5359,0.2548
177,2005,bernhard_langer,289.1,0.6501,36.833333333333336,0.6019,0.2749
178,2005,billy_mayfair,288.2,0.6949,35.166666666666664,0.5943999999999999,0.2899
179,2005,brandt_jobe,302.3,0.6552,35.666666666666664,0.5657,0.3017
180,2005,carl_pettersson,291.7,0.6607999999999999,35.5,0.6147,0.2983
181,2005,chad_campbell,294.0,0.6854,34.083333333333336,0.5566,0.2851
182,2005,charles_howell_iii,293.6,0.6611,37.25,0.5902000000000001,0.2828
183,2005,chris_dimarco,281.0,0.6415000000000001,34.833333333333336,0.6115999999999999,0.2947
184,2005,david_toms,287.8,0.6739,33.75,0.5686,0.3197
185,2005,davis_love_iii,305.4,0.6681,36.083333333333336,0.5982,0.30260000000000004
186,2005,fred_couples,296.4,0.6829999999999999,33.083333333333336,0.5438000000000001,0.3018
187,2005,fred_funk,270.0,0.6617000000000001,32.75,0.6228,0.2496
188,2005,geoff_ogilvy,298.0,0.6667000000000001,34.75,0.5806,0.3169
189,2005,jason_bohn,292.9,0.6606000000000001,34.833333333333336,0.5899,0.2878
190,2005,jim_furyk,280.0,0.6977,32.5,0.6344,0.2981
191,2005,joe_ogilvie,284.9,0.619,36.25,0.5847,0.33240000000000003
192,2005,john_daly,310.1,0.6279,38.333333333333336,0.5206000000000001,0.3119
193,2005,josé_maría_olazábal,288.2,0.6541,35.083333333333336,0.6303,0.2974
194,2005,justin_leonard,285.2,0.6533,34.25,0.5919,0.2928
195,2005,k.j._choi,288.8,0.6416,34.75,0.5817,0.2871
196,2005,larry_mize,275.7,0.6222,37.75,0.5882000000000001,0.27140000000000003
197,2005,lee_westwood,296.8,0.6389,36.25,0.5353,0.28
198,2005,lucas_glover,302.2,0.6751,37.0,0.5626,0.2953
199,2005,luke_donald,284.5,0.6843,32.333333333333336,0.6012,0.2663
200,2005,mark_calcavecchia,289.3,0.6586,34.666666666666664,0.5732,0.3099
201,2005,mark_hensby,290.4,0.6291,37.833333333333336,0.5088,0.3147
202,2005,mark_o'meara,277.1,0.5976,36.91666666666666,0.6067,0.2655
203,2005,mike_weir,281.3,0.6195,36.5,0.5841,0.2717
204,2005,olin_browne,278.9,0.6912,31.58333333333333,0.5909,0.2771
205,2005,padraig_harrington,293.9,0.6273,37.41666666666666,0.5435,0.2889
206,2005,peter_lonard,289.1,0.6429,35.083333333333336,0.5519,0.2838
207,2005,phil_mickelson,300.0,0.6689,38.0,0.6236,0.35700000000000004
208,2005,retief_goosen,295.4,0.674,35.583333333333336,0.5615,0.3085
209,2005,rich_beem,288.0,0.6335000000000001,36.41666666666666,0.5257000000000001,0.261
210,2005,robert_allenby,297.7,0.6948000000000001,35.166666666666664,0.5399,0.29460000000000003
211,2005,rocco_mediate,287.7,0.6545000000000001,34.666666666666664,0.6035,0.2774
212,2005,rod_pampling,295.9,0.6561,36.66666666666666,0.5596,0.3004
213,2005,rory_sabbatini,297.2,0.6097,34.833333333333336,0.5748,0.2994
214,2005,scott_verplank,281.2,0.6647,34.666666666666664,0.5722999999999999,0.3249
215,2005,sean_o'hair,300.1,0.6723,36.333333333333336,0.5771000000000001,0.2907
216,2005,sergio_garcia,303.5,0.7181000000000001,34.833333333333336,0.5942000000000001,0.2828
217,2005,shaun_micheel,288.4,0.6505,36.833333333333336,0.5493,0.2716
218,2005,shigeki_maruyama,288.8,0.6542,33.333333333333336,0.6098,0.2944
219,2005,stephen_ames,285.8,0.6203,35.416666666666664,0.6056,0.2849
220,2005,stewart_cink,285.5,0.6574,34.583333333333336,0.5946,0.29350000000000004
221,2005,stuart_appleby,300.6,0.6688,34.583333333333336,0.5932999999999999,0.28350000000000003
222,2005,ted_purdy,295.2,0.6507,35.75,0.5489,0.2913
223,2005,thomas_levet,287.2,0.6132,38.333333333333336,0.5149,0.25
224,2005,tiger_woods,316.1,0.6989,35.666666666666664,0.6209,0.3656
225,2005,tim_clark,283.8,0.6424,34.416666666666664,0.5821000000000001,0.329
226,2005,tim_herron,292.1,0.6526000000000001,36.333333333333336,0.6171,0.32270000000000004
227,2005,todd_hamilton,287.2,0.6368,35.333333333333336,0.5311,0.2856
228,2005,tom_lehman,285.9,0.6758,36.083333333333336,0.5678,0.2709
229,2005,vaughn_taylor,290.3,0.6566,34.916666666666664,0.5784,0.31420000000000003
230,2005,vijay_singh,301.1,0.7054,36.91666666666666,0.6419,0.3106
231,2005,zach_johnson,290.0,0.6667000000000001,35.25,0.5737,0.2979
232,2006,aaron_baddeley,288.3,0.5826,38.083333333333336,0.5937,0.3136
233,2006,adam_scott,301.1,0.6912,33.75,0.5794,0.3039
234,2006,arron_oberholser,285.0,0.6927,34.833333333333336,0.5767,0.292
235,2006,bart_bryant,282.2,0.6867,33.5,0.5546,0.2495
236,2006,ben_crane,285.8,0.6201,37.66666666666666,0.5649000000000001,0.32280000000000003
237,2006,ben_curtis,278.8,0.6525,34.75,0.5688,0.2636
238,2006,bernhard_langer,285.8,0.6566,36.91666666666666,0.591,0.2894
239,2006,billy_mayfair,282.3,0.6655,36.16666666666666,0.6042000000000001,0.2665
240,2006,brett_quigley,289.6,0.6783,36.333333333333336,0.6184000000000001,0.2904
241,2006,brett_wetterich,307.8,0.6781999999999999,34.666666666666664,0.5347,0.3223
242,2006,camilo_villegas,302.1,0.6529,35.416666666666664,0.5645,0.3055
243,2006,carl_pettersson,286.6,0.6231,36.5,0.5895,0.2962
244,2006,chad_campbell,290.9,0.6743000000000001,34.416666666666664,0.5784,0.2802
245,2006,charles_howell_iii,295.4,0.6589,38.75,0.5692,0.2623
246,2006,chris_dimarco,279.3,0.6645,32.916666666666664,0.5902000000000001,0.2922
247,2006,david_howell,289.1,0.6321,36.0,0.5368999999999999,0.32880000000000004
248,2006,david_toms,285.4,0.6618,33.916666666666664,0.5929,0.3143
249,2006,davis_love_iii,301.9,0.6659,35.166666666666664,0.5514,0.3153
250,2006,dean_wilson,282.9,0.6527,36.5,0.5937,0.2926
251,2006,ernie_els,295.1,0.6372,36.66666666666666,0.5932999999999999,0.30510000000000004
252,2006,fred_couples,301.5,0.6533,37.91666666666666,0.5513,0.2701
253,2006,fred_funk,272.8,0.6635,32.25,0.6006,0.271
254,2006,geoff_ogilvy,295.3,0.6294,37.0,0.5889,0.3144
255,2006,ian_poulter,287.9,0.6603,33.583333333333336,0.6038,0.28800000000000003
256,2006,j.j._henry,295.9,0.6816,36.0,0.5478000000000001,0.2812
257,2006,jeff_sluman,279.8,0.6524,33.833333333333336,0.5886,0.2954
258,2006,jerry_kelly,278.1,0.6711,34.833333333333336,0.6098,0.2846
259,2006,jim_furyk,281.9,0.7071,31.66666666666667,0.6466,0.3047
260,2006,joe_durant,289.1,0.6975,34.333333333333336,0.56,0.2867
261,2006,john_rollins,295.5,0.6612,36.25,0.5297,0.3073
262,2006,josé_maría_olazábal,287.2,0.6552,35.75,0.5778,0.2889
263,2006,justin_rose,291.4,0.6789000000000001,32.5,0.5829,0.3172
264,2006,k.j._choi,287.0,0.6812,35.583333333333336,0.589,0.2753
265,2006,larry_mize,278.3,0.6416,36.0,0.6049,0.2317
266,2006,lucas_glover,299.4,0.6733,35.5,0.5623,0.32020000000000004
267,2006,luke_donald,283.7,0.6605,34.666666666666664,0.6545000000000001,0.3029
268,2006,mark_calcavecchia,282.4,0.6207,36.16666666666666,0.5622,0.30510000000000004
269,2006,mark_o'meara,274.4,0.5943999999999999,39.66666666666666,0.589,0.2766
270,2006,mike_weir,281.2,0.6647,35.25,0.5867,0.3073
271,2006,padraig_harrington,294.7,0.6522,33.916666666666664,0.6038,0.3118
272,2006,paul_goydos,274.3,0.6528,34.5,0.6067,0.2698
273,2006,phil_mickelson,300.7,0.6828,34.666666666666664,0.5584,0.3566
274,2006,retief_goosen,297.6,0.6546,35.333333333333336,0.5737,0.30260000000000004
275,2006,rich_beem,295.6,0.662,35.583333333333336,0.5366,0.2925
276,2006,robert_allenby,293.9,0.6789000000000001,35.583333333333336,0.5618,0.3109
277,2006,rod_pampling,288.2,0.625,36.25,0.5820000000000001,0.3065
278,2006,rory_sabbatini,290.4,0.6452,34.333333333333336,0.5943,0.3018
279,2006,scott_verplank,276.1,0.6602,32.166666666666664,0.6255,0.299
280,2006,sergio_garcia,292.7,0.6747,35.583333333333336,0.528,0.3043
281,2006,shaun_micheel,288.4,0.6762,35.166666666666664,0.5627,0.2805
282,2006,stephen_ames,289.8,0.6648999999999999,34.5,0.5909,0.3041
283,2006,steve_stricker,285.3,0.6801,31.58333333333333,0.6555,0.3056
284,2006,stewart_cink,292.0,0.649,33.25,0.6061,0.3099
285,2006,stuart_appleby,289.7,0.6353,36.75,0.5918,0.3153
286,2006,tiger_woods,306.4,0.7415,31.58333333333333,0.6281,0.3526
287,2006,tim_clark,276.7,0.6596,32.0,0.5909,0.3066
288,2006,tim_herron,294.8,0.6262,35.833333333333336,0.5523,0.2717
289,2006,todd_hamilton,283.6,0.5687,38.0,0.5134000000000001,0.2738
290,2006,tom_pernice_jr.,283.9,0.6453,36.91666666666666,0.5858,0.317
291,2006,trevor_immelman,294.9,0.6906,34.083333333333336,0.6053999999999999,0.3006
292,2006,troy_matteson,298.7,0.6634,38.333333333333336,0.5768,0.2812
293,2006,vaughn_taylor,286.6,0.6408,35.166666666666664,0.5536,0.3426
294,2006,vijay_singh,293.7,0.6783,35.333333333333336,0.6028,0.3177
295,2006,zach_johnson,283.7,0.6686,34.083333333333336,0.5752,0.26940000000000003
296,2007,aaron_baddeley,291.9,0.6035,37.25,0.606,0.318
297,2007,adam_scott,300.9,0.6544,35.083333333333336,0.5201,0.3275
298,2007,anders_hansen,280.7,0.6285000000000001,35.5,0.5513,0.2426
299,2007,arron_oberholser,285.5,0.6225,34.916666666666664,0.5974,0.272
300,2007,ben_curtis,277.1,0.6056,38.083333333333336,0.5246,0.2549
