,season,full_name,drive_distance,gir,proximity,scrambling,putting_conversion,made_cut,top_10,on_the_green_area,par_or_better_dist
51,2002,shigeki_maruyama,280.0,0.6392,33.916666666666664,0.5992999999999999,0.3057,0,0,3613.900565795108,18.75257376779696
52,2002,steve_elkington,280.5,0.6267,38.0,0.6131,0.2776,0,0,4536.459791783661,20.021348605925624
53,2002,steve_lowery,280.5,0.6661,35.583333333333336,0.5769,0.3036,0,0,3977.8017148359268,19.606384376863915
54,2002,stuart_appleby,289.0,0.6568,32.416666666666664,0.5845,0.3365,0,0,3301.312096762924,18.80446099924755
55,2002,tiger_woods,293.3,0.7395999999999999,34.083333333333336,0.6967,0.33490000000000003,1,0,3649.5052825357934,19.72421081719396
56,2002,tim_clark,275.7,0.6643000000000001,31.0,0.6061,0.3152,1,0,3019.0705400997913,17.40422937104657
57,2002,tom_byrum,270.5,0.6609,30.58333333333333,0.6596,0.2662,0,0,2938.4581452733023,15.779340352005985
58,2002,tom_lehman,283.0,0.7034,31.75,0.562,0.2442000000000001,0,0,3166.9217443593607,15.689769357769416
59,2002,vijay_singh,285.6,0.7062999999999999,32.416666666666664,0.6297999999999999,0.3168,1,1,3301.312096762924,18.24571730571314
60,2003,adam_scott,299.2,0.6208,32.833333333333336,0.5637,0.2879,0,0,3386.724147032397,17.617156331889156
61,2003,alex_cejka,284.4,0.6673,34.75,0.5743,0.2972,1,0,3793.6694787505244,18.944328306910222
62,2003,ben_curtis,283.2,0.6446,36.25,0.5609000000000001,0.2662,0,0,4128.2490963578375,18.703032842295926
63,2003,bernhard_langer,272.3,0.6233,33.583333333333336,0.5737,0.265,1,1,3543.2147310893383,17.288078945074005
64,2003,bob_estes,279.3,0.6709,32.583333333333336,0.59,0.3045,1,0,3335.3460171768143,17.979978158588885
65,2003,bob_tway,288.8,0.6973999999999999,35.0,0.5875,0.293,1,0,3848.4510006474966,18.945316043814103
66,2003,brad_faxon,276.6,0.6265,36.5,0.6076,0.3015,1,0,4185.386812745002,20.041790713406826
67,2003,briny_baird,292.2,0.7217,32.666666666666664,0.5952000000000001,0.2939,0,0,3352.4284272307073,17.709431260081605
68,2003,chad_campbell,294.6,0.7179000000000001,31.41666666666667,0.5483,0.306,0,0,3100.773765708777,17.378841301997095
69,2003,charles_howell_iii,294.6,0.6787000000000001,35.75,0.597,0.2974,1,0,4015.151760828605,19.496045432343454
70,2003,chris_dimarco,281.0,0.6708,35.166666666666664,0.5808,0.3375,1,1,3885.190181401977,20.429987151244124
71,2003,chris_riley,279.3,0.6154,33.5,0.6565000000000001,0.3186,1,0,3525.6523554911455,18.908962160837913
72,2003,craig_perks,290.7,0.6315,35.166666666666664,0.5687,0.298,0,0,3885.190181401977,19.19726398329836
73,2003,darren_clarke,304.9,0.6368,34.166666666666664,0.5439,0.329,0,0,3667.373090753084,19.59749487958998
74,2003,david_toms,288.8,0.6797,34.416666666666664,0.6039,0.3016,0,0,3721.2383147927594,18.90098659976363
75,2003,davis_love_iii,299.2,0.6845,33.583333333333336,0.5959,0.3264,1,1,3543.2147310893383,19.186637711351793
76,2003,ernie_els,303.3,0.6851999999999999,35.0,0.6029,0.3053,1,1,3848.4510006474966,19.338885696957828
77,2003,fred_couples,293.4,0.6401,34.083333333333336,0.5645,0.3355,1,1,3649.5052825357934,19.74187165716001
78,2003,fred_funk,274.1,0.6723,32.333333333333336,0.6065,0.2804,0,0,3284.3605864029296,17.12140830137002
79,2003,j.l._lewis,289.7,0.6592,34.833333333333336,0.5478999999999999,0.2953,0,0,3811.886352818216,18.928960249076315
80,2003,jay_haas,279.2,0.6439,35.166666666666664,0.6184000000000001,0.3066,1,0,3885.190181401977,19.47230126786936
81,2003,jeff_maggert,278.2,0.6523,34.166666666666664,0.5720000000000001,0.3017,0,0,3667.373090753084,18.766801731307925
82,2003,jeff_sluman,280.6,0.6875,32.5,0.6325,0.28850000000000003,1,0,3318.307240354219,17.456463702594522
83,2003,jerry_kelly,283.5,0.6823,36.833333333333336,0.6146,0.3098,1,0,4262.181299832753,20.501315540444935
84,2003,john_daly,314.3,0.6384000000000001,37.5,0.4972,0.3111,0,0,4417.864669110647,20.916127151076513
85,2003,john_rollins,283.6,0.6184000000000001,34.916666666666664,0.5702,0.3319,0,0,3830.146860117205,20.115758040098257
86,2003,jonathan_byrd,295.3,0.6375,36.66666666666666,0.5811999999999999,0.3244,0,0,4223.696789826275,20.883911936650602
87,2003,jonathan_kaye,295.9,0.6748999999999999,33.75,0.5864,0.2959,0,0,3578.4703819796237,18.358883238094847
88,2003,justin_leonard,279.1,0.6504000000000001,33.666666666666664,0.6081,0.33030000000000004,1,0,3560.820739918831,19.348816501274698
89,2003,k.j._choi,294.7,0.6667000000000001,35.166666666666664,0.5753,0.2933,1,1,3885.190181401977,19.04527449409841
90,2003,kenny_perry,295.1,0.6881,32.833333333333336,0.6178,0.2932,0,0,3386.724147032397,17.77857543349423
91,2003,kirk_triplett,281.8,0.6890999999999999,32.916666666666664,0.6245,0.3022,1,1,3403.9374567801906,18.095187167064925
92,2003,len_mattiace,278.7,0.6147,36.66666666666666,0.5922,0.2749,0,0,4223.696789826275,19.22466586908021
93,2003,mark_o'meara,277.5,0.6069,33.75,0.5203,0.2802,1,0,3578.4703819796237,17.865198361619164
94,2003,mike_weir,289.2,0.6585,34.916666666666664,0.6247,0.32659999999999995,0,0,3830.146860117205,19.954500780247265
95,2003,nick_price,280.1,0.6317,33.416666666666664,0.6204,0.2963,1,1,3508.1336131242515,18.189843071676627
96,2003,peter_lonard,292.8,0.6426000000000001,34.5,0.5579,0.2923,0,0,3739.280655935251,18.652347707460315
97,2003,phil_mickelson,306.0,0.6484000000000001,36.91666666666666,0.5579999999999999,0.342,1,1,4281.489004682938,21.58914947375185
98,2003,retief_goosen,299.4,0.6979000000000001,33.416666666666664,0.5805,0.32880000000000004,1,0,3508.1336131242515,19.161479153064704
99,2003,rich_beem,293.6,0.632,36.083333333333336,0.5235,0.297,0,0,4090.375451589561,19.66458904986321
100,2003,robert_allenby,294.8,0.6931,34.166666666666664,0.595,0.3223,0,0,3667.373090753084,19.39691950055758
101,2003,rocco_mediate,280.5,0.6731999999999999,34.166666666666664,0.5615,0.2891,0,0,3667.373090753084,18.370740246985754
102,2003,scott_verplank,275.5,0.6742,32.166666666666664,0.6057,0.3262,1,0,3250.5884653768385,18.37164466719781
103,2003,sergio_garcia,300.9,0.6607999999999999,33.0,0.523,0.29460000000000003,1,1,3421.194399759285,17.911432103547725
104,2003,shaun_micheel,288.9,0.6879000000000001,34.583333333333336,0.5700999999999999,0.2868,1,0,3757.366630309043,18.52065851061097
105,2003,shigeki_maruyama,278.9,0.649,34.666666666666664,0.6015,0.2872,0,0,3775.496237914133,18.57822859633764
106,2003,steve_flesch,285.7,0.6635,34.333333333333336,0.6043999999999999,0.3204,1,0,3703.2396068815683,19.434001132036606
107,2003,stewart_cink,288.0,0.6522,31.83333333333333,0.6325999999999999,0.3296,1,0,3183.567822100256,18.27577145354532
108,2003,stuart_appleby,294.4,0.6536,33.916666666666664,0.617,0.3243,1,0,3613.900565795108,19.314640873786217
109,2003,tiger_woods,299.5,0.6862999999999999,34.333333333333336,0.6015999999999999,0.3505,1,0,3703.2396068815683,20.32637722544554
110,2003,tim_clark,273.3,0.6501,30.41666666666667,0.5772999999999999,0.2881,0,0,2906.518619961808,16.326129895388902
111,2003,tim_herron,290.9,0.6581999999999999,35.25,0.6158,0.3279,0,0,3903.6252216261673,20.185050006130776
112,2003,tim_petrovic,284.2,0.6559,34.0,0.6097,0.3146,1,0,3631.681107549801,19.070332980837012
113,2003,vijay_singh,301.9,0.6947,33.0,0.6486,0.3521,1,1,3421.194399759285,19.58154488287377
114,2004,adam_scott,295.4,0.6559999999999999,35.333333333333336,0.5652,0.329,1,0,3922.103895081658,20.266677631575984
115,2004,ben_curtis,282.1,0.6335000000000001,37.333333333333336,0.5802,0.2513,0,0,4378.682027403374,18.71513707017813
116,2004,bernhard_langer,282.2,0.6525,34.416666666666664,0.6192,0.2768,1,0,3721.2383147927594,18.10722292959973
117,2004,bo_van_pelt,294.4,0.6768000000000001,36.333333333333336,0.5835,0.3136,0,0,4147.251368588926,20.346666666666668
118,2004,carlos_franco,290.6,0.6846,36.083333333333336,0.6103000000000001,0.2838,0,0,4090.375451589561,19.222631735361663
119,2004,chad_campbell,288.0,0.6774,34.166666666666664,0.5889,0.2615,1,0,3667.373090753084,17.471832489912313
120,2004,charles_howell_iii,288.5,0.6606000000000001,37.41666666666666,0.5981000000000001,0.2671,0,0,4398.251531641358,19.337576240602413
121,2004,chris_dimarco,277.3,0.6706,35.5,0.6127,0.2954,1,1,3959.1921416865366,19.294503103215693
122,2004,chris_riley,277.3,0.6246,36.333333333333336,0.602,0.2768,1,0,4147.251368588926,19.115615489843783
123,2004,craig_parry,276.9,0.6067,37.333333333333336,0.5847,0.2619,1,0,4378.682027403374,19.10576876233982
124,2004,darren_clarke,289.0,0.64,38.41666666666666,0.6013000000000001,0.3212,1,0,4636.488974538584,21.77245730785163
125,2004,david_toms,285.3,0.6847,32.0,0.5667,0.3095,0,0,3216.990877275948,17.802471738497438
126,2004,davis_love_iii,300.1,0.6422,37.333333333333336,0.6149,0.30820000000000003,0,0,4378.682027403374,20.725885050127804
127,2004,ernie_els,298.0,0.6561,35.416666666666664,0.6406999999999999,0.3333,1,0,3940.6262017684467,20.4467996171365
128,2004,fred_couples,294.5,0.6635,36.25,0.5206000000000001,0.30260000000000004,1,0,4128.2490963578375,19.940795182238848
129,2004,fred_funk,271.9,0.6551,31.16666666666667,0.6124,0.2843,0,0,3051.6209306494866,16.618001200171125
130,2004,freddie_jacobson,287.9,0.6437999999999999,36.833333333333336,0.5965,0.3279,0,0,4262.181299832753,21.091707098604736
131,2004,jay_haas,274.5,0.6695,33.916666666666664,0.634,0.2816,1,0,3613.900565795108,17.99821719566197
132,2004,jeff_maggert,281.2,0.675,34.0,0.5670000000000001,0.2847,1,0,3631.681107549801,18.141477337857577
133,2004,jerry_kelly,278.1,0.6799,34.083333333333336,0.6274000000000001,0.2958,1,0,3649.5052825357934,18.537072427076144
134,2004,jesper_parnevik,287.9,0.6609,38.083333333333336,0.6419,0.3059,0,0,4556.378361872047,21.063216539081164
135,2004,joe_ogilvie,288.8,0.6307,35.916666666666664,0.6062,0.3181,1,0,4052.676339746483,20.2571273636658
136,2004,john_daly,306.0,0.6639,36.66666666666666,0.5523,0.3333,0,0,4223.696789826275,21.168451368329546
137,2004,jonathan_kaye,290.9,0.6652,37.0,0.5633,0.2775,1,0,4300.840342764427,19.49095944277757
138,2004,josé_maría_olazábal,277.7,0.625,35.666666666666664,0.6382,0.28350000000000003,0,0,3996.454921216615,18.990616103749765
139,2004,justin_leonard,282.9,0.6607999999999999,33.5,0.6185,0.2792,1,0,3525.6523554911455,17.701192050254697
140,2004,k.j._choi,285.0,0.6585,33.583333333333336,0.5794,0.29350000000000004,1,0,3543.2147310893383,18.193985861481202
141,2004,kenny_perry,295.9,0.6864,34.5,0.5431,0.3074,1,0,3739.280655935251,19.128064460368172
142,2004,kirk_triplett,279.1,0.6766,33.75,0.636,0.2983,1,0,3578.4703819796237,18.433185935968854
143,2004,luke_donald,279.8,0.6937000000000001,35.833333333333336,0.5995,0.2656,1,1,4033.892233671895,18.467208174972683
144,2004,mark_hensby,284.6,0.6325999999999999,35.666666666666664,0.5919,0.3153,1,1,3996.454921216615,20.02739706834948
145,2004,mark_o'meara,272.9,0.6245,35.666666666666664,0.6173,0.2837,1,0,3996.454921216615,18.99731355276904
146,2004,mike_weir,282.1,0.6514,35.416666666666664,0.5917,0.3126,1,1,3940.6262017684467,19.80168606036701
147,2004,nick_price,272.8,0.5911,34.75,0.6223,0.2922,0,0,3793.6694787505244,18.784295634918013
148,2004,peter_lonard,291.4,0.6288,36.41666666666666,0.5760000000000001,0.2386,0,0,4166.297274051311,17.78833954058419
149,2004,phil_mickelson,295.4,0.6955,35.5,0.6467,0.3286,1,1,3959.1921416865366,20.349893120112448
150,2004,retief_goosen,294.2,0.6869,34.583333333333336,0.6613,0.3201,1,1,3757.366630309043,19.566344137744963
151,2004,rich_beem,296.7,0.6371,36.91666666666666,0.5328,0.2888,0,0,4281.489004682938,19.839059257490565
152,2004,robert_allenby,294.9,0.7033,34.416666666666664,0.5596,0.2837,0,0,3721.2383147927594,18.331519853489752
153,2004,rod_pampling,292.1,0.6613,35.583333333333336,0.6073,0.308,1,1,3977.8017148359268,19.747948557311524
154,2004,rory_sabbatini,292.2,0.6492,36.583333333333336,0.6317,0.2998,0,0,4204.519984669991,20.030836609532262
155,2004,ryan_palmer,295.6,0.655,36.333333333333336,0.5765,0.3152,1,0,4147.251368588926,20.398505391871783
156,2004,scott_verplank,278.0,0.685,33.083333333333336,0.6182,0.30920000000000003,1,0,3438.4949759696788,18.39623731153255
157,2004,sergio_garcia,295.1,0.7082999999999999,34.916666666666664,0.5297999999999999,0.2948,0,0,3830.146860117205,18.958174504829188
158,2004,shaun_micheel,287.5,0.6697,36.25,0.5693,0.2745,0,0,4128.2490963578375,18.992371001273117
159,2004,shigeki_maruyama,280.1,0.6455,35.083333333333336,0.6133,0.3124,0,0,3866.798774409088,19.609041352849914
160,2004,stephen_ames,287.9,0.6842,33.5,0.6019,0.30820000000000003,1,0,3525.6523554911455,18.597780781587893
161,2004,steve_flesch,279.9,0.6577,36.5,0.575,0.3027,1,0,4185.386812745002,20.081635267079225
162,2004,stewart_cink,290.5,0.6638,35.25,0.644,0.3134,1,0,3903.6252216261673,19.733704353212552
163,2004,stuart_appleby,293.2,0.6509999999999999,35.75,0.6102000000000001,0.3085,1,0,4015.151760828605,19.856542530108307
164,2004,ted_purdy,289.2,0.6736,34.583333333333336,0.5851,0.3047,0,0,3757.366630309043,19.08987469765641
165,2004,tiger_woods,301.9,0.669,35.166666666666664,0.6107,0.35450000000000004,1,1,3885.190181401977,20.93819907622324
166,2004,tim_clark,278.8,0.6581,30.75,0.6053999999999999,0.2988,1,0,2970.572203509999,16.808749953521232
167,2004,tim_herron,293.8,0.6513,35.916666666666664,0.5835,0.2696,1,0,4052.676339746483,18.6490179961901
168,2004,todd_hamilton,283.5,0.6269,36.833333333333336,0.5871,0.2768,1,0,4262.181299832753,19.3786744186031
169,2004,tom_lehman,287.2,0.7138,32.75,0.6118,0.30210000000000004,1,0,3369.5544705159023,18.0005869695963
170,2004,vijay_singh,300.8,0.7303000000000001,34.0,0.6236,0.32659999999999995,1,1,3631.681107549801,19.430635604632183
171,2004,zach_johnson,285.6,0.6786,35.083333333333336,0.5929,0.3025,0,0,3866.798774409088,19.295833333333334
172,2005,adam_scott,300.1,0.6724,32.583333333333336,0.5536,0.2847,1,0,3335.3460171768143,17.385582448780177
173,2005,arron_oberholser,283.5,0.6684,34.5,0.5931000000000001,0.2751,1,0,3739.280655935251,18.09524177788183
174,2005,bart_bryant,283.2,0.6893,34.833333333333336,0.5658,0.2994,0,0,3811.886352818216,19.059913868290874
175,2005,ben_crane,293.1,0.6239,36.41666666666666,0.6008,0.3354,0,0,4166.297274051311,21.090249623147336
176,2005,ben_curtis,280.0,0.6188,35.166666666666664,0.5359,0.2548,1,0,3885.190181401977,17.751330779534374
177,2005,bernhard_langer,289.1,0.6501,36.833333333333336,0.6019,0.2749,0,0,4262.181299832753,19.312050713939673
178,2005,billy_mayfair,288.2,0.6949,35.166666666666664,0.5943999999999999,0.2899,1,0,3885.190181401977,18.934564147200337
179,2005,brandt_jobe,302.3,0.6552,35.666666666666664,0.5657,0.3017,1,0,3996.454921216615,19.590710099999495
180,2005,carl_pettersson,291.7,0.6607999999999999,35.5,0.6147,0.2983,1,0,3959.1921416865366,19.38898076227835
181,2005,chad_campbell,294.0,0.6854,34.083333333333336,0.5566,0.2851,1,1,3649.5052825357934,18.198712771176368
182,2005,charles_howell_iii,293.6,0.6611,37.25,0.5902000000000001,0.2828,0,0,4359.156156396687,19.80915634245941
183,2005,chris_dimarco,281.0,0.6415000000000001,34.833333333333336,0.6115999999999999,0.2947,0,0,3811.886352818216,18.909720237075017
184,2005,david_toms,287.8,0.6739,33.75,0.5686,0.3197,0,0,3578.4703819796237,19.08293167335669
185,2005,davis_love_iii,305.4,0.6681,36.083333333333336,0.5982,0.30260000000000004,1,0,4090.375451589561,19.849113365309016
186,2005,fred_couples,296.4,0.6829999999999999,33.083333333333336,0.5438000000000001,0.3018,1,1,3438.4949759696788,18.174768109478958
187,2005,fred_funk,270.0,0.6617000000000001,32.75,0.6228,0.2496,0,0,3369.5544705159023,16.361894755803803
188,2005,geoff_ogilvy,298.0,0.6667000000000001,34.75,0.5806,0.3169,1,0,3793.6694787505244,19.562120443602222
189,2005,jason_bohn,292.9,0.6606000000000001,34.833333333333336,0.5899,0.2878,1,0,3811.886352818216,18.687036356195645
190,2005,jim_furyk,280.0,0.6977,32.5,0.6344,0.2981,1,0,3318.307240354219,17.744523803134307
191,2005,joe_ogilvie,284.9,0.619,36.25,0.5847,0.33240000000000003,0,0,4128.2490963578375,20.899626192829384
192,2005,john_daly,310.1,0.6279,38.333333333333336,0.5206000000000001,0.3119,0,0,4616.395871525002,21.40840307501291
193,2005,josé_maría_olazábal,288.2,0.6541,35.083333333333336,0.6303,0.2974,1,1,3866.798774409088,19.132482813558497
194,2005,justin_leonard,285.2,0.6533,34.25,0.5919,0.2928,1,0,3685.2845322016765,18.533016484102095
195,2005,k.j._choi,288.8,0.6416,34.75,0.5817,0.2871,0,0,3793.6694787505244,18.61964537122015
196,2005,larry_mize,275.7,0.6222,37.75,0.5882000000000001,0.27140000000000003,1,0,4476.965880906305,19.66626457922297
197,2005,lee_westwood,296.8,0.6389,36.25,0.5353,0.28,0,0,4128.2490963578375,19.181697005218282
198,2005,lucas_glover,302.2,0.6751,37.0,0.5626,0.2953,0,0,4300.840342764427,20.106359690406418
199,2005,luke_donald,284.5,0.6843,32.333333333333336,0.6012,0.2663,1,0,3284.3605864029296,16.685378496023265
200,2005,mark_calcavecchia,289.3,0.6586,34.666666666666664,0.5732,0.3099,0,0,3775.496237914133,19.298469714807265
201,2005,mark_hensby,290.4,0.6291,37.833333333333336,0.5088,0.3147,1,0,4496.753551300791,21.22379187767037
202,2005,mark_o'meara,277.1,0.5976,36.91666666666666,0.6067,0.2655,0,0,4281.489004682938,19.021937171329313
203,2005,mike_weir,281.3,0.6195,36.5,0.5841,0.2717,1,0,4185.386812745002,19.025570293686336
204,2005,olin_browne,278.9,0.6912,31.58333333333333,0.5909,0.2771,1,0,3133.7604885714677,16.62555786449151
205,2005,padraig_harrington,293.9,0.6273,37.41666666666666,0.5435,0.2889,1,0,4398.251531641358,20.111240793397105
206,2005,peter_lonard,289.1,0.6429,35.083333333333336,0.5519,0.2838,0,0,3866.798774409088,18.68990291128698
207,2005,phil_mickelson,300.0,0.6689,38.0,0.6236,0.35700000000000004,1,1,4536.459791783661,22.704801254360277
208,2005,retief_goosen,295.4,0.674,35.583333333333336,0.5615,0.3085,1,1,3977.8017148359268,19.76397123626165
209,2005,rich_beem,288.0,0.6335000000000001,36.41666666666666,0.5257000000000001,0.261,1,0,4166.297274051311,18.604604604774586
210,2005,robert_allenby,297.7,0.6948000000000001,35.166666666666664,0.5399,0.29460000000000003,1,0,3885.190181401977,19.087435221457422
211,2005,rocco_mediate,287.7,0.6545000000000001,34.666666666666664,0.6035,0.2774,1,0,3775.496237914133,18.258509127405652
212,2005,rod_pampling,295.9,0.6561,36.66666666666666,0.5596,0.3004,1,0,4223.696789826275,20.096544755532253
213,2005,rory_sabbatini,297.2,0.6097,34.833333333333336,0.5748,0.2994,1,0,3811.886352818216,19.059913868290874
214,2005,scott_verplank,281.2,0.6647,34.666666666666664,0.5722999999999999,0.3249,1,0,3775.496237914133,19.759999999999998
215,2005,sean_o'hair,300.1,0.6723,36.333333333333336,0.5771000000000001,0.2907,0,0,4147.251368588926,19.58969882361646
216,2005,sergio_garcia,303.5,0.7181000000000001,34.833333333333336,0.5942000000000001,0.2828,1,0,3811.886352818216,18.52399854842961
217,2005,shaun_micheel,288.4,0.6505,36.833333333333336,0.5493,0.2716,0,0,4262.181299832753,19.1957862853052
218,2005,shigeki_maruyama,288.8,0.6542,33.333333333333336,0.6098,0.2944,0,0,3490.6585039886595,18.08621328833405
219,2005,stephen_ames,285.8,0.6203,35.416666666666664,0.6056,0.2849,1,0,3940.6262017684467,18.904008705533567
220,2005,stewart_cink,285.5,0.6574,34.583333333333336,0.5946,0.29350000000000004,1,1,3757.366630309043,18.735742264304463
221,2005,stuart_appleby,300.6,0.6688,34.583333333333336,0.5932999999999999,0.28350000000000003,1,0,3757.366630309043,18.413798324897556
222,2005,ted_purdy,295.2,0.6507,35.75,0.5489,0.2913,1,0,4015.151760828605,19.2950668889745
223,2005,thomas_levet,287.2,0.6132,38.333333333333336,0.5149,0.25,0,0,4616.395871525002,19.166666666666668
224,2005,tiger_woods,316.1,0.6989,35.666666666666664,0.6209,0.3656,1,1,3996.454921216615,21.565802146505522
225,2005,tim_clark,283.8,0.6424,34.416666666666664,0.5821000000000001,0.329,1,1,3721.2383147927594,19.74089118358698
226,2005,tim_herron,292.1,0.6526000000000001,36.333333333333336,0.6171,0.32270000000000004,1,0,4147.251368588926,20.6397639413719
227,2005,todd_hamilton,287.2,0.6368,35.333333333333336,0.5311,0.2856,0,0,3922.103895081658,18.88268342512084
