season,full_name,drive_distance,gir,proximity,scrambling,putting_conversion
2004,bob_burns,276.1,62.27,35.083333333333336,61.3,28.17
2004,bob_estes,278.2,64.16,33.333333333333336,61.35,28.97
2004,bob_tway,278.2,64.77,36.0,61.78,26.32
2004,brad_faxon,273.7,61.36,36.5,61.87,29.15
2004,brenden_pappas,298.9,62.96,37.083333333333336,57.92,31.67
2004,brent_geiberger,291.3,65.57,36.25,60.64,29.29
2004,brett_quigley,294.3,65.82,37.916666666666664,57.71,29.1
2004,brian_bateman,292.2,66.6,36.083333333333336,58.0,30.27
2004,brian_gay,279.7,61.52,33.75,61.44,30.38
2004,brian_kortan,292.4,62.01,37.75,60.38,24.71
2004,briny_baird,289.4,70.62,34.25,53.41,28.03
2004,cameron_beckman,291.2,67.01,35.083333333333336,61.75,29.9
2004,carl_pettersson,290.8,64.55,35.75,60.58,33.19
2004,carlos_franco,290.6,68.46,36.083333333333336,61.03,28.38
