,full_name,season,masters_played,min,mean,prior_score,SG_per_round,driving_distance,driving_accuracy,greens_in_regulation,par_or_better_distance,scrambling,putting_rating,made_cut,top_10,total_score
371,jeff_maggert,2003,3,286.0,296.6666666666667,286.0,0.3,278.2,0.742,0.6523,18.766801731307925,0.5720000000000001,198.6,0,0,315.0
372,jeff_maggert,2004,3,286.0,296.6666666666667,315.0,0.3,281.2,0.6925,0.675,18.141477337857573,0.5670000000000001,244.1,1,0,289.0
373,jeff_overton,2010,1,291.0,291.0,315.0,1.7,297.3,0.5544,0.6686,19.67139994241499,0.568,123.0,1,0,291.0
374,jeff_sluman,2002,3,298.0,301.6666666666667,315.0,-1.0,272.9,0.6856,0.6914,18.563258214967426,0.6262,156.0,1,0,298.0
375,jeff_sluman,2003,3,298.0,301.6666666666667,298.0,-1.0,280.6,0.6949,0.6875,17.456463702594522,0.6325,239.3,1,0,302.0
376,jeff_sluman,2006,3,298.0,301.6666666666667,302.0,-1.0,279.8,0.6481,0.6524,18.388657887102283,0.5886,188.4,1,0,305.0
377,jerry_kelly,2002,7,285.0,299.2857142857143,315.0,-0.4,274.0,0.7101000000000001,0.6714,19.58684628066045,0.6511,229.0,1,0,304.0
378,jerry_kelly,2003,7,285.0,299.2857142857143,304.0,-0.4,283.5,0.7117,0.6823,20.501315540444935,0.6146,255.0,1,0,295.0
379,jerry_kelly,2004,7,285.0,299.2857142857143,295.0,-0.4,278.1,0.7040000000000001,0.6799,18.537072427076144,0.6274000000000001,119.0,1,0,289.0
380,jerry_kelly,2006,7,285.0,299.2857142857143,289.0,-0.4,278.1,0.7026,0.6711,18.582856944566476,0.6098,231.3,1,1,292.0
381,jerry_kelly,2007,7,285.0,299.2857142857143,292.0,-0.4,281.0,0.6828,0.6483,17.869180521221445,0.5814,288.8,0,0,315.0
382,jerry_kelly,2009,7,285.0,299.2857142857143,315.0,-0.4,284.7,0.648,0.6463,19.41029366083883,0.613,139.9,1,0,285.0
383,jerry_kelly,2010,7,285.0,299.2857142857143,285.0,-0.4,279.0,0.705,0.6748999999999999,17.883516852118326,0.5791,316.8,0,0,315.0
384,jesper_parnevik,2004,1,315.0,315.0,315.0,-4.3,287.9,0.5998,0.6609,21.063216539081164,0.6419,111.1,0,0,315.0
385,jhonattan_vegas,2016,2,291.0,303.0,315.0,-1.3,304.4,0.5657,0.6970999999999999,20.176951578471908,0.5897,189.9,0,0,315.0
386,jhonattan_vegas,2017,2,291.0,303.0,315.0,-1.3,301.3,0.5767,0.6593000000000001,20.308941996076513,0.5761,327.4,1,0,291.0
387,jim_furyk,2002,12,281.0,295.0,315.0,0.7,271.8,0.7759999999999999,0.7169,15.943717676041976,0.6478,144.0,1,1,284.0
388,jim_furyk,2005,12,281.0,295.0,284.0,0.7,280.0,0.6807,0.6977,17.744523803134307,0.6344,118.3,1,0,291.0
389,jim_furyk,2006,12,281.0,295.0,291.0,0.7,281.9,0.7384999999999999,0.7071,17.47988526532394,0.6466,92.8,1,0,296.0
390,jim_furyk,2007,12,281.0,295.0,296.0,0.7,279.7,0.7437,0.6944,17.057174117915572,0.6053000000000001,247.3,1,0,293.0
391,jim_furyk,2008,12,281.0,295.0,293.0,0.7,280.4,0.6937000000000001,0.6678000000000001,17.816982223585327,0.6032,143.7,1,1,281.0
392,jim_furyk,2009,12,281.0,295.0,281.0,0.7,279.9,0.6966,0.6553,17.907174229589906,0.6408,77.0,0,0,315.0
393,jim_furyk,2010,12,281.0,295.0,315.0,0.7,276.0,0.7101000000000001,0.6712,17.963752565931202,0.6347,117.1,1,0,286.0
394,jim_furyk,2011,12,281.0,295.0,286.0,0.7,281.4,0.68,0.6757,17.03390122585611,0.5837,238.8,1,1,285.0
395,jim_furyk,2012,12,281.0,295.0,285.0,0.7,280.0,0.7071,0.6819,16.703101175796338,0.6383,94.8,1,0,290.0
396,jim_furyk,2013,12,281.0,295.0,290.0,0.7,275.3,0.7047,0.6829999999999999,16.44415264615359,0.5954999999999999,170.6,1,0,289.0
397,jim_furyk,2014,12,281.0,295.0,289.0,0.7,279.3,0.7318000000000001,0.6875,16.51956415889959,0.6933,191.4,0,0,315.0
398,jim_furyk,2016,12,281.0,295.0,315.0,0.7,280.8,0.6909000000000001,0.6827,16.30508315849863,0.5724,196.3,0,0,315.0
399,jim_herman,2015,1,315.0,315.0,315.0,-4.3,293.8,0.6709999999999999,0.7323000000000001,16.873210851656076,0.5802,207.4,0,0,315.0
400,jimmy_walker,2013,6,286.0,288.8333333333333,315.0,2.2,298.5,0.5218,0.6607,19.889506655520645,0.6062,155.8,1,1,288.0
401,jimmy_walker,2014,6,286.0,288.8333333333333,288.0,2.2,301.0,0.5167,0.6759000000000001,21.125902347592163,0.5839,62.6,1,0,289.0
402,jimmy_walker,2015,6,286.0,288.8333333333333,289.0,2.2,301.6,0.5223,0.6609,21.00745449702187,0.5771000000000001,70.2,1,0,295.0
403,jimmy_walker,2016,6,286.0,288.8333333333333,295.0,2.2,301.3,0.4831,0.6396000000000001,21.178072042012374,0.5771000000000001,185.9,1,0,289.0
404,jimmy_walker,2017,6,286.0,288.8333333333333,289.0,2.2,295.7,0.5659000000000001,0.6357,19.66899892597485,0.5725,267.1,1,0,286.0
405,jimmy_walker,2018,6,286.0,288.8333333333333,286.0,2.2,299.0,0.5349,0.619,19.953225303193463,0.5909,202.5,1,0,286.0
406,joe_durant,2006,1,315.0,315.0,315.0,-4.3,289.1,0.7843000000000001,0.6975,18.383568448179176,0.56,305.7,0,0,315.0
407,joe_ogilvie,2004,2,290.0,302.5,315.0,-1.2,288.8,0.6131,0.6307,20.2571273636658,0.6062,148.3,1,0,290.0
408,joe_ogilvie,2005,2,290.0,302.5,290.0,-1.2,284.9,0.6244,0.619,20.899626192829388,0.5847,176.7,0,0,315.0
409,john_cook,2002,1,315.0,315.0,315.0,-4.3,264.0,0.7487,0.6792,19.385730576895984,0.5952000000000001,213.4,0,0,315.0
410,john_daly,2003,3,315.0,315.0,315.0,-4.3,314.3,0.4974,0.6384000000000001,20.916127151076516,0.4972,280.9,0,0,315.0
411,john_daly,2004,3,315.0,315.0,315.0,-4.3,306.0,0.5299,0.6639,21.168451368329546,0.5523,213.7,0,0,315.0
412,john_daly,2005,3,315.0,315.0,315.0,-4.3,310.1,0.4935,0.6279,21.40840307501291,0.5206000000000001,285.7,0,0,315.0
413,john_huh,2012,2,286.0,300.5,315.0,-0.7,288.3,0.6869,0.6644,19.76925297512388,0.5552,128.3,1,0,286.0
414,john_huh,2013,2,286.0,300.5,286.0,-0.7,282.0,0.6853,0.6659999999999999,18.15946196966688,0.5936,225.3,0,0,315.0
415,john_huston,2002,1,315.0,315.0,315.0,-4.3,281.6,0.6906,0.6892,16.487235171826445,0.6238,273.3,0,0,315.0
416,john_merrick,2008,3,280.0,303.3333333333333,315.0,-1.4,299.0,0.6523,0.6772,18.617864162471005,0.5449,287.8,1,1,280.0
417,john_merrick,2009,3,280.0,303.3333333333333,280.0,-1.4,296.9,0.6147,0.6493000000000001,18.977618396416343,0.5458,206.7,0,0,315.0
418,john_merrick,2012,3,280.0,303.3333333333333,315.0,-1.4,293.3,0.6446,0.6912999999999999,18.755517688136468,0.5489999999999999,300.7,0,0,315.0
419,john_rollins,2002,5,298.0,309.0,315.0,-2.8,279.3,0.7278,0.6801,18.982917430328428,0.6179,145.1,1,0,302.0
420,john_rollins,2003,5,298.0,309.0,302.0,-2.8,283.6,0.6692,0.6184000000000001,20.115758040098253,0.5702,154.4,0,0,315.0
421,john_rollins,2006,5,298.0,309.0,315.0,-2.8,295.5,0.6422,0.6612,20.095059249726038,0.5297,184.9,1,0,298.0
422,john_rollins,2007,5,298.0,309.0,298.0,-2.8,290.4,0.6481,0.6364,19.185122002478906,0.59,184.3,0,0,315.0
423,john_rollins,2009,5,298.0,309.0,315.0,-2.8,296.5,0.6585,0.642,21.166838516362752,0.5820000000000001,220.3,0,0,315.0
424,john_senden,2007,6,288.0,302.1666666666667,315.0,-1.1,294.2,0.6591,0.7033,18.495152818448886,0.5656,273.2,0,0,315.0
425,john_senden,2009,6,288.0,302.1666666666667,315.0,-1.1,294.2,0.6483,0.7089,18.236113895235466,0.5687,184.5,0,0,315.0
426,john_senden,2011,6,288.0,302.1666666666667,315.0,-1.1,293.3,0.6681999999999999,0.7086,18.94377875378147,0.5477000000000001,138.1,0,0,315.0
427,john_senden,2012,6,288.0,302.1666666666667,315.0,-1.1,291.0,0.6593000000000001,0.6859000000000001,20.344775588587847,0.5737,141.2,1,0,291.0
428,john_senden,2013,6,288.0,302.1666666666667,291.0,-1.1,289.3,0.6057,0.6595,19.18656040044697,0.5397,257.3,1,1,288.0
429,john_senden,2014,6,288.0,302.1666666666667,288.0,-1.1,288.9,0.6425,0.6785,19.010735782709727,0.6021,78.4,1,0,289.0
430,johnson_wagner,2007,2,295.0,305.0,315.0,-1.8,285.5,0.6418,0.6775,19.1957862853052,0.5311,253.8,1,0,295.0
431,johnson_wagner,2011,2,295.0,305.0,295.0,-1.8,282.2,0.6735,0.6717,18.60440975951669,0.578,167.2,0,0,315.0
432,jon_rahm,2017,2,277.0,277.5,315.0,5.1,305.8,0.5866,0.6861,20.018151918945964,0.6333,232.9,1,1,277.0
433,jon_rahm,2018,2,277.0,277.5,277.0,5.1,308.9,0.5920000000000001,0.7012,21.42646377730119,0.5718,234.3,1,1,278.0
434,jonas_blixt,2013,2,283.0,285.0,315.0,3.2,283.7,0.5654,0.6089,19.760241015736625,0.615,163.5,1,1,283.0
435,jonas_blixt,2014,2,283.0,285.0,283.0,3.2,286.1,0.5616,0.6111,20.619519642265626,0.5876,135.0,1,0,287.0
436,jonathan_byrd,2002,5,288.0,304.6,315.0,-1.7,290.5,0.6762,0.6434000000000001,20.2245982654786,0.5977,129.1,1,1,288.0
437,jonathan_byrd,2003,5,288.0,304.6,288.0,-1.7,295.3,0.6454000000000001,0.6375,20.883911936650602,0.5811999999999999,214.5,0,0,315.0
438,jonathan_byrd,2007,5,288.0,304.6,315.0,-1.7,292.0,0.5984,0.6355,20.869147632729682,0.5846,140.9,0,0,315.0
439,jonathan_byrd,2010,5,288.0,304.6,315.0,-1.7,290.9,0.6154,0.7,18.275233240645658,0.6165999999999999,236.4,0,0,315.0
440,jonathan_byrd,2011,5,288.0,304.6,315.0,-1.7,291.6,0.6033,0.6565000000000001,19.417220128020386,0.5720000000000001,117.2,1,0,290.0
441,jonathan_kaye,2003,2,296.0,305.5,315.0,-1.9,295.9,0.6365999999999999,0.6748999999999999,18.358883238094847,0.5864,208.7,0,0,315.0
442,jonathan_kaye,2004,2,296.0,305.5,315.0,-1.9,290.9,0.6472,0.6652,19.49095944277757,0.5633,314.8,1,0,296.0
443,jordan_spieth,2013,6,270.0,280.6666666666667,315.0,4.3,289.4,0.6779999999999999,0.6694,18.67053561095664,0.6107,198.0,1,1,283.0
444,jordan_spieth,2014,6,270.0,280.6666666666667,283.0,4.3,289.7,0.5879,0.6247,21.11414638998645,0.6239,152.4,1,1,270.0
445,jordan_spieth,2015,6,270.0,280.6666666666667,270.0,4.3,291.8,0.6291,0.6787000000000001,20.06205677945864,0.6503,105.8,1,1,286.0
446,jordan_spieth,2016,6,270.0,280.6666666666667,286.0,4.3,295.4,0.5814,0.6352,21.30467658624379,0.6393,75.0,1,0,287.0
447,jordan_spieth,2017,6,270.0,280.6666666666667,287.0,4.3,295.6,0.6,0.7001000000000001,19.9667692679612,0.6175999999999999,175.8,1,1,275.0
448,jordan_spieth,2018,6,270.0,280.6666666666667,275.0,4.3,299.8,0.6154999999999999,0.7047,19.67772344556148,0.6163000000000001,224.5,1,0,283.0
449,josé_maría_olazábal,2002,5,284.0,301.2,315.0,-0.9,270.6,0.5779,0.6093,19.86731332840173,0.6307,105.7,1,1,288.0
450,josé_maría_olazábal,2004,5,284.0,301.2,288.0,-0.9,277.7,0.5698,0.625,18.990616103749765,0.6382,96.3,0,0,315.0
451,josé_maría_olazábal,2005,5,284.0,301.2,315.0,-0.9,288.2,0.5915,0.6541,19.132482813558497,0.6303,136.5,1,1,284.0
452,josé_maría_olazábal,2006,5,284.0,301.2,284.0,-0.9,287.2,0.5968,0.6552,19.215417150038665,0.5778,189.5,1,0,304.0
453,josé_maría_olazábal,2007,5,284.0,301.2,304.0,-0.9,276.0,0.505,0.5433,20.706607909339247,0.5499,130.6,0,0,315.0
454,justin_leonard,2002,7,287.0,302.0,315.0,-1.1,278.7,0.7369,0.6759000000000001,19.369818303513103,0.6229,158.0,0,0,315.0
455,justin_leonard,2003,7,287.0,302.0,315.0,-1.1,279.1,0.6823,0.6504000000000001,19.348816501274694,0.6081,125.4,1,0,296.0
456,justin_leonard,2004,7,287.0,302.0,296.0,-1.1,282.9,0.6742,0.6607999999999999,17.701192050254697,0.6185,231.9,1,0,287.0
457,justin_leonard,2005,7,287.0,302.0,287.0,-1.1,285.2,0.6439,0.6533,18.533016484102095,0.5919,205.6,1,0,295.0
458,justin_leonard,2007,7,287.0,302.0,295.0,-1.1,282.7,0.7005,0.648,17.409897508314053,0.5997,229.3,1,0,291.0
459,justin_leonard,2008,7,287.0,302.0,291.0,-1.1,281.4,0.6772,0.6661,17.64302443208395,0.6007,110.1,0,0,315.0
460,justin_leonard,2009,7,287.0,302.0,315.0,-1.1,283.5,0.6881,0.6703,18.406863435354158,0.5981000000000001,132.6,0,0,315.0
461,justin_rose,2006,11,274.0,288.3636363636364,315.0,2.3,291.4,0.64,0.6789000000000001,18.304166192427346,0.5829,212.2,1,1,292.0
462,justin_rose,2007,11,274.0,288.3636363636364,292.0,2.3,288.7,0.6393,0.6573,19.335395651498835,0.5989,208.1,1,0,295.0
463,justin_rose,2010,11,274.0,288.3636363636364,295.0,2.3,287.8,0.6517000000000001,0.6631,18.71528035456589,0.6385000000000001,86.8,1,0,283.0
464,justin_rose,2011,11,274.0,288.3636363636364,283.0,2.3,290.6,0.6327,0.6948000000000001,19.173286755274905,0.5792,201.3,1,1,284.0
465,justin_rose,2012,11,274.0,288.3636363636364,284.0,2.3,290.9,0.6581999999999999,0.7034,18.468924726565856,0.6198,201.3,1,0,290.0
466,justin_rose,2013,11,274.0,288.3636363636364,290.0,2.3,296.6,0.6357,0.6889,17.700437219960918,0.6071,202.3,1,0,289.0
467,justin_rose,2014,11,274.0,288.3636363636364,289.0,2.3,295.1,0.5992000000000001,0.6690999999999999,19.289126470631057,0.6123,181.7,1,1,274.0
468,justin_rose,2015,11,274.0,288.3636363636364,274.0,2.3,303.5,0.6386999999999999,0.7054,19.556602767494038,0.5914,146.3,1,1,289.0
469,justin_rose,2016,11,274.0,288.3636363636364,289.0,2.3,303.9,0.579,0.6792,21.128528995176172,0.581,283.1,1,1,279.0
470,justin_rose,2017,11,274.0,288.3636363636364,279.0,2.3,300.9,0.5832,0.6806,19.918589464367198,0.5897,237.3,1,0,282.0
471,justin_rose,2018,11,274.0,288.3636363636364,282.0,2.3,303.5,0.6602,0.6995,20.27775104640552,0.6303,163.0,0,0,315.0
472,justin_thomas,2015,4,280.0,288.0,315.0,2.4,303.2,0.5824,0.6892,20.097699149681567,0.6154999999999999,210.3,1,0,298.0
473,justin_thomas,2016,4,280.0,288.0,298.0,2.4,301.3,0.5394,0.6563,19.657999325974146,0.5556,227.9,1,0,290.0
474,justin_thomas,2017,4,280.0,288.0,290.0,2.4,309.7,0.5505,0.6716,21.50348931633603,0.6039,172.7,1,0,284.0
475,justin_thomas,2018,4,280.0,288.0,284.0,2.4,311.8,0.5841,0.6877,21.026071910844397,0.6247,159.4,1,0,280.0
476,k.j._choi,2002,12,277.0,296.0833333333333,315.0,0.4,283.1,0.6520999999999999,0.6552,18.214180506621148,0.5981000000000001,201.8,1,0,290.0
477,k.j._choi,2003,12,277.0,296.0833333333333,290.0,0.4,294.7,0.6175,0.6667000000000001,19.04527449409841,0.5753,225.9,1,1,282.0
478,k.j._choi,2004,12,277.0,296.0833333333333,282.0,0.4,285.0,0.6124,0.6585,18.1939858614812,0.5794,213.3,1,0,294.0
479,k.j._choi,2005,12,277.0,296.0833333333333,294.0,0.4,288.8,0.6498,0.6416,18.619645371220148,0.5817,171.5,0,0,315.0
480,k.j._choi,2006,12,277.0,296.0833333333333,315.0,0.4,287.0,0.6503,0.6812,18.67023286247092,0.589,139.0,1,0,300.0
481,k.j._choi,2007,12,277.0,296.0833333333333,300.0,0.4,284.1,0.6470999999999999,0.6529,20.459281054083988,0.6234000000000001,94.5,1,0,298.0
482,k.j._choi,2008,12,277.0,296.0833333333333,298.0,0.4,286.1,0.6138,0.6548,19.14321928110433,0.5724,123.6,0,0,315.0
483,k.j._choi,2009,12,277.0,296.0833333333333,315.0,0.4,280.1,0.6767,0.6606000000000001,17.938447381098637,0.5600999999999999,211.7,1,1,277.0
484,k.j._choi,2010,12,277.0,296.0833333333333,277.0,0.4,283.1,0.6598999999999999,0.6851999999999999,17.391005657459196,0.6267,226.0,1,1,280.0
485,k.j._choi,2011,12,277.0,296.0833333333333,280.0,0.4,285.6,0.6199,0.6593000000000001,17.915074657952168,0.6087,222.1,0,0,315.0
486,k.j._choi,2012,12,277.0,296.0833333333333,315.0,0.4,282.3,0.6408,0.6357,18.824582535580674,0.5468,317.3,1,0,293.0
487,k.j._choi,2013,12,277.0,296.0833333333333,293.0,0.4,278.3,0.6604000000000001,0.6587000000000001,17.08324821117004,0.6297999999999999,192.8,1,0,294.0
488,keegan_bradley,2011,6,286.0,296.0,315.0,0.4,300.7,0.615,0.659,19.593464188062534,0.5618,216.8,1,0,290.0
489,keegan_bradley,2012,6,286.0,296.0,290.0,0.4,302.7,0.6164999999999999,0.6654000000000001,19.933638027214197,0.5755,159.1,1,0,297.0
490,keegan_bradley,2013,6,286.0,296.0,297.0,0.4,300.6,0.6282,0.6654000000000001,19.577345183769037,0.6088,152.1,0,0,315.0
491,keegan_bradley,2014,6,286.0,296.0,315.0,0.4,302.2,0.6236,0.6667000000000001,19.465161186078067,0.6231,124.3,1,0,286.0
492,keegan_bradley,2015,6,286.0,296.0,286.0,0.4,306.1,0.6485,0.6753,20.01361505325812,0.5825,183.2,1,0,301.0
493,keegan_bradley,2018,6,286.0,296.0,301.0,0.4,299.6,0.679,0.6918000000000001,18.380269463627442,0.5678,289.6,1,0,287.0
494,keith_mitchell,2018,1,287.0,287.0,315.0,2.7,312.6,0.5859000000000001,0.6942,20.56816428231854,0.5655,332.2,1,0,287.0
495,ken_duke,2008,2,288.0,301.5,315.0,-0.9,284.9,0.6227,0.648,19.64187107445611,0.5782,119.8,1,0,288.0
496,ken_duke,2013,2,288.0,301.5,288.0,-0.9,275.1,0.6928,0.6309,17.41830430897336,0.5692,201.0,0,0,315.0
497,kenny_perry,2002,5,276.0,293.8,315.0,1.0,286.4,0.6822,0.7076,20.239065634998514,0.596,176.0,1,0,297.0
498,kenny_perry,2003,5,276.0,293.8,297.0,1.0,295.1,0.6987000000000001,0.6881,17.77857543349423,0.6178,218.8,0,0,315.0
499,kenny_perry,2004,5,276.0,293.8,315.0,1.0,295.9,0.6248,0.6864,19.12806446036817,0.5431,261.3,1,0,292.0
500,kenny_perry,2008,5,276.0,293.8,292.0,1.0,296.0,0.6197,0.6747,18.29050915092305,0.5757,197.7,1,1,276.0
501,kenny_perry,2009,5,276.0,293.8,276.0,1.0,293.1,0.6701,0.6734,18.50411271852828,0.6318,170.1,1,0,289.0
502,kevin_chappell,2011,3,285.0,298.0,315.0,-0.1,295.8,0.59,0.6489,18.600855416410887,0.5846,279.8,1,0,294.0
503,kevin_chappell,2016,3,285.0,298.0,294.0,-0.1,296.3,0.6068,0.6637000000000001,18.61377267867353,0.5915,282.3,1,1,285.0
504,kevin_chappell,2017,3,285.0,298.0,285.0,-0.1,305.0,0.5878,0.6525,20.524464061212413,0.5684,296.8,0,0,315.0
505,kevin_kisner,2015,4,283.0,291.0,315.0,1.7,287.8,0.6685,0.6624,18.229027828042714,0.6265999999999999,114.8,1,0,297.0
506,kevin_kisner,2016,4,283.0,291.0,297.0,1.7,289.0,0.6492,0.6518999999999999,19.76830559886203,0.5688,62.4,1,0,296.0
507,kevin_kisner,2017,4,283.0,291.0,296.0,1.7,289.5,0.6776000000000001,0.6638,18.801524613120552,0.6206,117.2,1,0,288.0
508,kevin_kisner,2018,4,283.0,291.0,288.0,1.7,290.8,0.6633,0.6537999999999999,19.656890225397635,0.6029,99.3,1,0,283.0
509,kevin_na,2009,8,282.0,300.625,315.0,-0.7,282.7,0.6341,0.6424,19.245657212155105,0.6481999999999999,86.1,0,0,315.0
510,kevin_na,2010,8,282.0,300.625,315.0,-0.7,278.6,0.6646,0.6589,18.764415032922766,0.6445000000000001,128.6,0,0,315.0
511,kevin_na,2011,8,282.0,300.625,315.0,-0.7,279.8,0.5766,0.6103999999999999,20.76595049594408,0.635,74.8,1,0,286.0
512,kevin_na,2012,8,282.0,300.625,286.0,-0.7,281.5,0.6591,0.6203,19.77294876283701,0.613,149.0,1,0,301.0
513,kevin_na,2014,8,282.0,300.625,301.0,-0.7,280.3,0.6431999999999999,0.6472,19.41474954770213,0.6516,133.8,1,0,282.0
514,kevin_na,2015,8,282.0,300.625,282.0,-0.7,280.1,0.6251,0.6456000000000001,20.308365818603484,0.6286999999999999,107.3,1,0,303.0
515,kevin_na,2016,8,282.0,300.625,303.0,-0.7,279.6,0.653,0.6673,19.035729727278646,0.5853,176.5,0,0,315.0
516,kevin_na,2018,8,282.0,300.625,315.0,-0.7,289.6,0.6413,0.6466,19.731888724571927,0.6362,155.2,1,0,288.0
517,kevin_stadler,2013,2,288.0,301.5,315.0,-0.9,289.8,0.6420999999999999,0.6892,18.31388733842284,0.5475,259.8,1,1,288.0
518,kevin_stadler,2014,2,288.0,301.5,288.0,-0.9,291.6,0.6428,0.6890999999999999,18.401796787270527,0.5341,270.0,0,0,315.0
519,kevin_streelman,2010,5,282.0,300.8,315.0,-0.8,290.3,0.6564,0.6667000000000001,19.366666666666667,0.5659000000000001,175.2,0,0,315.0
520,kevin_streelman,2012,5,282.0,300.8,315.0,-0.8,292.8,0.6163000000000001,0.6622,18.805501559088725,0.5821999999999999,176.6,0,0,315.0
521,kevin_streelman,2013,5,282.0,300.8,315.0,-0.8,287.5,0.6725,0.6640999999999999,17.751369274259133,0.5942000000000001,108.6,1,0,296.0
522,kevin_streelman,2014,5,282.0,300.8,296.0,-0.8,288.6,0.6804000000000001,0.6325,20.12783147783188,0.5407,258.7,1,0,282.0
523,kevin_streelman,2015,5,282.0,300.8,282.0,-0.8,289.5,0.6862999999999999,0.6899,19.004748419802876,0.5866,204.9,1,0,296.0
524,kevin_sutherland,2002,2,294.0,294.5,315.0,0.8,275.0,0.664,0.6799,17.00855758875514,0.5917,228.5,1,0,295.0
525,kevin_sutherland,2008,2,294.0,294.5,295.0,0.8,291.0,0.6193,0.682,19.181697005218282,0.6043,120.4,1,0,294.0
526,kevin_tway,2018,1,286.0,286.0,315.0,2.9,310.1,0.5261,0.6688,20.800261466705976,0.5677,187.6,1,0,286.0
527,kiradech_aphibarnrat,2018,1,289.0,289.0,315.0,2.2,294.7,0.6512,0.622,19.43123698670091,0.5559000000000001,196.7,1,0,289.0
528,kirk_triplett,2002,3,286.0,296.3333333333333,315.0,0.3,275.0,0.7489,0.6609999999999999,17.993578715753017,0.6162,173.8,0,0,315.0
529,kirk_triplett,2003,3,286.0,296.3333333333333,315.0,0.3,281.8,0.7290000000000001,0.6890999999999999,18.09518716706493,0.6245,177.3,1,1,286.0
530,kirk_triplett,2004,3,286.0,296.3333333333333,286.0,0.3,279.1,0.7211,0.6766,18.43318593596885,0.636,147.9,1,0,288.0
531,kyle_stanley,2011,3,283.0,298.3333333333333,315.0,-0.2,304.6,0.5952000000000001,0.6820999999999999,19.487904101005835,0.5417000000000001,287.8,0,0,315.0
532,kyle_stanley,2017,3,283.0,298.3333333333333,315.0,-0.2,296.5,0.6855,0.7039,18.14754345175493,0.5835,292.3,1,0,297.0
533,kyle_stanley,2018,3,283.0,298.3333333333333,297.0,-0.2,295.7,0.7129000000000001,0.7109000000000001,18.675,0.5479999999999999,188.3,1,0,283.0
534,larry_mize,2005,2,296.0,305.5,315.0,-1.9,275.7,0.7016,0.6222,19.666264579222968,0.5882000000000001,165.4,1,0,296.0
535,larry_mize,2006,2,296.0,305.5,296.0,-1.9,278.3,0.7433,0.6416,17.328681427044586,0.6049,126.0,0,0,315.0
536,lee_janzen,2002,1,315.0,315.0,315.0,-4.3,283.7,0.6903,0.6823999999999999,17.965397682458594,0.5550999999999999,166.7,0,0,315.0
537,lee_westwood,2005,5,285.0,292.6,315.0,1.3,296.8,0.6148,0.6389,19.181697005218282,0.5353,354.9,0,0,315.0
538,lee_westwood,2012,5,285.0,292.6,315.0,1.3,298.1,0.6217,0.6975,19.479939877702108,0.483,256.8,1,1,285.0
539,lee_westwood,2013,5,285.0,292.6,285.0,1.3,290.3,0.6259,0.6522,18.194456229851998,0.6157,285.7,1,1,287.0
540,lee_westwood,2014,5,285.0,292.6,287.0,1.3,292.3,0.6122,0.6369,21.978957818912967,0.5628,168.6,1,0,290.0
541,lee_westwood,2015,5,285.0,292.6,290.0,1.3,300.0,0.597,0.6645,20.085368119603878,0.5223,182.7,1,1,286.0
542,len_mattiace,2002,2,281.0,298.0,315.0,-0.1,276.9,0.6875,0.6574,19.752411948361583,0.6470999999999999,203.3,1,1,281.0
543,len_mattiace,2003,2,281.0,298.0,281.0,-0.1,278.7,0.6581999999999999,0.6147,19.224665869080212,0.5922,73.4,0,0,315.0
544,loren_roberts,2002,1,295.0,295.0,315.0,0.7,268.0,0.7303000000000001,0.6823,18.061769016350528,0.6424,109.3,1,0,295.0
545,louis_oosthuizen,2012,6,282.0,291.8333333333333,315.0,1.5,299.5,0.6241,0.6878,19.11712234272373,0.5537,202.1,0,0,315.0
546,louis_oosthuizen,2014,6,282.0,291.8333333333333,315.0,1.5,300.5,0.609,0.6643000000000001,18.81645143071468,0.518,286.6,1,0,284.0
547,louis_oosthuizen,2015,6,282.0,291.8333333333333,284.0,1.5,298.8,0.5984,0.6828,19.010872327872452,0.613,192.0,1,0,291.0
548,louis_oosthuizen,2016,6,282.0,291.8333333333333,291.0,1.5,294.0,0.6167,0.6815000000000001,17.91389319618838,0.5421,172.8,1,0,295.0
549,louis_oosthuizen,2017,6,282.0,291.8333333333333,295.0,1.5,296.3,0.6129,0.6523,19.499628290616783,0.6314,121.3,1,0,282.0
550,louis_oosthuizen,2018,6,282.0,291.8333333333333,282.0,1.5,299.8,0.6481,0.6574,18.105105633494656,0.6426000000000001,241.0,1,0,284.0
551,lucas_glover,2005,6,292.0,305.1666666666667,315.0,-1.9,302.2,0.6072,0.6751,20.106359690406414,0.5626,206.9,0,0,315.0
552,lucas_glover,2006,6,292.0,305.1666666666667,315.0,-1.9,299.4,0.6369,0.6733,20.08810717812905,0.5623,146.8,1,0,298.0
553,lucas_glover,2009,6,292.0,305.1666666666667,298.0,-1.9,297.4,0.6548999999999999,0.6565000000000001,19.421385764151847,0.5809000000000001,214.4,1,0,292.0
554,lucas_glover,2010,6,292.0,305.1666666666667,292.0,-1.9,295.7,0.6284000000000001,0.6742,19.476530748570184,0.5415,225.5,0,0,315.0
555,lucas_glover,2011,6,292.0,305.1666666666667,315.0,-1.9,294.6,0.6104999999999999,0.6592,19.106273184480536,0.5374,184.7,0,0,315.0
556,lucas_glover,2013,6,292.0,305.1666666666667,315.0,-1.9,293.7,0.6162,0.6640999999999999,18.273888475089255,0.5191,315.8,1,0,296.0
557,luke_donald,2004,10,278.0,299.3,315.0,-0.4,279.8,0.6960999999999999,0.6937000000000001,18.467208174972683,0.5995,153.2,1,1,283.0
