,full_name,season,masters_played,min,mean,prior_score,SG_per_round,driving_distance,driving_accuracy,greens_in_regulation,par_or_better_distance,scrambling,putting_rating,made_cut,top_10,total_score
185,chris_dimarco,2006,5,276.0,301.4,315.0,-0.9,279.3,0.6434000000000001,0.6645,17.793277639790443,0.5902000000000001,239.2,0,0,315.0
186,chris_kirk,2013,3,288.0,297.6666666666667,315.0,0.0,289.0,0.5965,0.6592,18.722032382403828,0.6537999999999999,108.9,1,0,290.0
187,chris_kirk,2014,3,288.0,297.6666666666667,290.0,0.0,291.0,0.6278,0.6346,19.78468220619174,0.633,140.7,1,0,288.0
188,chris_kirk,2015,3,288.0,297.6666666666667,288.0,0.0,285.8,0.6197,0.6454000000000001,19.574984035753392,0.603,147.5,0,0,315.0
189,chris_riley,2002,3,293.0,300.3333333333333,315.0,-0.7,272.7,0.7051000000000001,0.6509999999999999,19.611461058807194,0.6617000000000001,94.7,1,0,293.0
190,chris_riley,2003,3,293.0,300.3333333333333,293.0,-0.7,279.3,0.6598,0.6154,18.908962160837916,0.6565000000000001,180.3,1,0,304.0
191,chris_riley,2004,3,293.0,300.3333333333333,304.0,-0.7,277.3,0.6184000000000001,0.6246,19.115615489843787,0.602,160.2,1,0,304.0
192,corey_conners,2018,1,288.0,288.0,315.0,2.4,303.3,0.6299,0.7019,18.477691053447852,0.5752,329.7,1,0,288.0
193,craig_parry,2002,2,290.0,293.5,315.0,1.1,278.3,0.6919,0.6766,18.971729845571105,0.5871999999999999,153.9,1,0,297.0
194,craig_parry,2004,2,290.0,293.5,297.0,1.1,276.9,0.6351,0.6067,19.10576876233982,0.5847,178.0,1,0,290.0
195,craig_perks,2002,2,315.0,315.0,315.0,-4.3,278.5,0.6202000000000001,0.6185,20.345207666671783,0.6053000000000001,223.1,0,0,315.0
196,craig_perks,2003,2,315.0,315.0,315.0,-4.3,290.7,0.5628,0.6315,19.19726398329836,0.5687,189.6,0,0,315.0
197,craig_stadler,2002,1,305.0,305.0,315.0,-1.8,280.4,0.7016,0.6601,20.92657894281815,0.5817,183.8,1,0,305.0
198,d.a._points,2010,3,292.0,307.3333333333333,315.0,-2.4,283.0,0.6452,0.679,18.406447485263897,0.5865,197.6,0,0,315.0
199,d.a._points,2012,3,292.0,307.3333333333333,315.0,-2.4,284.0,0.6466,0.6648000000000001,19.20876476377385,0.565,277.7,1,0,292.0
200,d.a._points,2013,3,292.0,307.3333333333333,292.0,-2.4,281.1,0.6347999999999999,0.6277,19.32400322641363,0.5592,244.3,0,0,315.0
201,d.j._trahan,2007,2,293.0,304.0,315.0,-1.6,295.1,0.6536,0.6695,18.111045873689594,0.5874,361.4,0,0,315.0
202,d.j._trahan,2008,2,293.0,304.0,315.0,-1.6,291.3,0.6531,0.6625,18.487444388016428,0.5569,317.3,1,0,293.0
203,daniel_berger,2015,3,289.0,289.6666666666667,315.0,2.0,302.1,0.6074,0.6884,19.34318484634834,0.6065999999999999,243.5,1,1,289.0
204,daniel_berger,2016,3,289.0,289.6666666666667,289.0,2.0,298.4,0.5668,0.6767,19.294717757286147,0.5695,139.3,1,0,291.0
205,daniel_berger,2017,3,289.0,289.6666666666667,291.0,2.0,296.9,0.6003000000000001,0.6667000000000001,19.98288462103952,0.6163000000000001,173.8,1,0,289.0
206,daniel_chopra,2007,1,315.0,315.0,315.0,-4.3,297.6,0.5534,0.652,19.24598350955336,0.6039,163.6,0,0,315.0
207,daniel_summerhays,2016,1,297.0,297.0,315.0,0.2,288.0,0.5865,0.6302,21.964999430912805,0.5721,103.7,1,0,297.0
208,danny_lee,2015,1,292.0,292.0,315.0,1.4,283.1,0.6392,0.6568999999999999,19.18681144258559,0.6086,126.3,1,0,292.0
209,darren_clarke,2003,2,288.0,301.5,315.0,-0.9,304.9,0.6534,0.6368,19.597494879589977,0.5439,97.0,0,0,315.0
210,darren_clarke,2004,2,288.0,301.5,315.0,-0.9,289.0,0.6228,0.64,21.772457307851628,0.6013000000000001,109.5,1,0,288.0
211,david_duval,2002,2,315.0,315.0,315.0,-4.3,290.8,0.6214999999999999,0.6565000000000001,19.60622557378141,0.5763,145.1,0,0,315.0
212,david_duval,2009,2,315.0,315.0,315.0,-4.3,292.7,0.509,0.6091,20.123374468512978,0.4898,206.1,0,0,315.0
213,david_howell,2006,1,304.0,304.0,315.0,-1.6,289.1,0.6238,0.6321,20.64279050903729,0.5368999999999999,91.3,1,0,304.0
214,david_lingmerth,2015,1,315.0,315.0,315.0,-4.3,289.5,0.6551,0.6494,18.85368553713924,0.6127,165.3,0,0,315.0
215,david_lynn,2013,1,315.0,315.0,315.0,-4.3,277.9,0.5927,0.6248,18.37916855588292,0.6052000000000001,86.2,0,0,315.0
216,david_toms,2002,10,286.0,298.1,315.0,-0.1,279.2,0.7065,0.7018000000000001,17.646910140305017,0.6141,172.2,1,1,288.0
217,david_toms,2003,10,286.0,298.1,288.0,-0.1,288.8,0.6422,0.6797,18.90098659976363,0.6039,167.3,0,0,315.0
218,david_toms,2004,10,286.0,298.1,315.0,-0.1,285.3,0.6336999999999999,0.6847,17.802471738497438,0.5667,236.3,0,0,315.0
219,david_toms,2005,10,286.0,298.1,315.0,-0.1,287.8,0.6596,0.6739,19.08293167335669,0.5686,152.4,0,0,315.0
220,david_toms,2006,10,286.0,298.1,315.0,-0.1,285.4,0.6918000000000001,0.6618,19.014519433989264,0.5929,194.5,1,1,294.0
221,david_toms,2007,10,286.0,298.1,294.0,-0.1,282.5,0.6485,0.6378,18.306461215161768,0.5857,163.4,1,0,299.0
222,david_toms,2009,10,286.0,298.1,299.0,-0.1,284.2,0.7326,0.6831999999999999,17.409026753382854,0.6119,156.2,1,0,286.0
223,david_toms,2010,10,286.0,298.1,286.0,-0.1,281.3,0.7188,0.6758,17.94289336261636,0.6129,132.6,1,0,286.0
224,david_toms,2011,10,286.0,298.1,286.0,-0.1,279.1,0.7182,0.7020000000000001,17.742215918380786,0.6121,105.1,1,0,296.0
225,david_toms,2012,10,286.0,298.1,296.0,-0.1,275.5,0.6975,0.6609,18.36501996550326,0.6186,199.7,1,0,287.0
226,davis_love_iii,2002,7,286.0,299.42857142857144,315.0,-0.4,287.7,0.6609,0.662,19.133041664443567,0.6257,165.3,1,0,290.0
227,davis_love_iii,2003,7,286.0,299.42857142857144,290.0,-0.4,299.2,0.6461,0.6845,19.186637711351796,0.5959,241.8,1,1,286.0
228,davis_love_iii,2004,7,286.0,299.42857142857144,286.0,-0.4,300.1,0.6013000000000001,0.6422,20.725885050127804,0.6149,137.3,0,0,315.0
229,davis_love_iii,2005,7,286.0,299.42857142857144,315.0,-0.4,305.4,0.5788,0.6681,19.849113365309016,0.5982,208.0,1,0,291.0
230,davis_love_iii,2006,7,286.0,299.42857142857144,291.0,-0.4,301.9,0.5989,0.6659,19.746639165522147,0.5514,142.7,1,0,300.0
231,davis_love_iii,2010,7,286.0,299.42857142857144,300.0,-0.4,297.7,0.642,0.7025,17.4132771821453,0.5437,324.4,0,0,315.0
232,davis_love_iii,2015,7,286.0,299.42857142857144,315.0,-0.4,294.7,0.6494,0.6743000000000001,17.374816385920294,0.5719,270.7,1,0,299.0
233,dean_wilson,2006,1,301.0,301.0,315.0,-0.8,282.9,0.6347,0.6527,19.74376737099584,0.5937,74.2,1,0,301.0
234,derek_ernst,2013,1,315.0,315.0,315.0,-4.3,291.5,0.6049,0.6389,18.754088220971983,0.4934000000000001,231.5,0,0,315.0
235,dudley_hart,2008,1,293.0,293.0,315.0,1.2,275.5,0.6118,0.6611,19.335221261987147,0.6112,88.9,1,0,293.0
236,dustin_johnson,2008,9,276.0,288.3333333333333,315.0,2.3,309.7,0.5305,0.6371,20.30809800164566,0.5158,274.1,1,0,287.0
237,dustin_johnson,2009,9,276.0,288.3333333333333,287.0,2.3,308.3,0.5539999999999999,0.6607,20.09267555879782,0.5595,153.7,1,0,294.0
238,dustin_johnson,2010,9,276.0,288.3333333333333,294.0,2.3,308.5,0.5635,0.6795,20.687922956401398,0.5581,239.6,1,0,289.0
239,dustin_johnson,2012,9,276.0,288.3333333333333,289.0,2.3,310.2,0.563,0.6575,18.91139318932138,0.6029,192.8,1,0,287.0
240,dustin_johnson,2013,9,276.0,288.3333333333333,287.0,2.3,305.8,0.5336,0.6675,19.176941720462104,0.5322,247.8,0,0,315.0
241,dustin_johnson,2014,9,276.0,288.3333333333333,315.0,2.3,311.0,0.5718,0.6803,18.861314022799863,0.5976,176.6,1,1,279.0
242,dustin_johnson,2015,9,276.0,288.3333333333333,279.0,2.3,317.7,0.5553,0.6705,20.328669410465604,0.5785,168.6,1,1,287.0
243,dustin_johnson,2017,9,276.0,288.3333333333333,287.0,2.3,315.0,0.5697,0.6951999999999999,18.926935685536748,0.6275999999999999,290.3,1,1,281.0
244,dustin_johnson,2018,9,276.0,288.3333333333333,281.0,2.3,314.0,0.5946,0.7056999999999999,19.881095431478503,0.625,186.0,1,1,276.0
245,emiliano_grillo,2016,2,296.0,298.0,315.0,-0.1,294.3,0.6693000000000001,0.6851999999999999,19.050362419999608,0.551,198.5,1,0,300.0
246,emiliano_grillo,2018,2,296.0,298.0,300.0,-0.1,295.2,0.7016,0.6884,19.48403192360349,0.6104999999999999,110.0,1,0,296.0
247,erik_compton,2014,1,293.0,293.0,315.0,1.2,283.3,0.5848,0.6307,20.169552479473158,0.588,127.8,1,0,293.0
248,ernie_els,2002,13,280.0,300.0769230769231,315.0,-0.6,281.4,0.6404000000000001,0.6437,20.696111014176328,0.6263000000000001,153.0,1,1,287.0
249,ernie_els,2003,13,280.0,300.0769230769231,287.0,-0.6,303.3,0.6131,0.6851999999999999,19.338885696957828,0.6029,197.4,1,1,280.0
250,ernie_els,2004,13,280.0,300.0769230769231,280.0,-0.6,298.0,0.5550999999999999,0.6561,20.4467996171365,0.6406999999999999,207.8,1,0,298.0
251,ernie_els,2006,13,280.0,300.0769230769231,298.0,-0.6,295.1,0.5761999999999999,0.6372,20.253147903474158,0.5932999999999999,245.7,0,0,315.0
252,ernie_els,2007,13,280.0,300.0769230769231,315.0,-0.6,297.9,0.5699000000000001,0.6466,18.810788977191905,0.6015999999999999,261.0,0,0,315.0
253,ernie_els,2008,13,280.0,300.0769230769231,315.0,-0.6,291.6,0.5688,0.6133,17.53760210233999,0.5661,294.7,0,0,315.0
254,ernie_els,2009,13,280.0,300.0769230769231,315.0,-0.6,291.2,0.6487,0.6607999999999999,18.440564660552017,0.6004999999999999,304.3,1,0,287.0
255,ernie_els,2010,13,280.0,300.0769230769231,287.0,-0.6,288.4,0.6015999999999999,0.6786,19.64685718434941,0.6123,142.3,1,0,293.0
256,ernie_els,2012,13,280.0,300.0769230769231,293.0,-0.6,294.6,0.5671,0.6652,18.46417552391056,0.6106,204.1,1,0,287.0
257,ernie_els,2013,13,280.0,300.0769230769231,287.0,-0.6,289.6,0.5771999999999999,0.6174000000000001,18.34120967172619,0.5808,233.4,0,0,315.0
258,ernie_els,2014,13,280.0,300.0769230769231,315.0,-0.6,291.2,0.5326,0.616,20.593190554700893,0.6136,272.9,1,0,286.0
259,ernie_els,2015,13,280.0,300.0769230769231,286.0,-0.6,291.7,0.5679,0.6452,19.471852387912826,0.5659000000000001,293.9,0,0,315.0
260,ernie_els,2016,13,280.0,300.0769230769231,315.0,-0.6,292.8,0.5293,0.612,20.766331625173148,0.5466,168.2,1,0,308.0
261,fabián_gómez,2015,1,315.0,315.0,315.0,-4.3,283.2,0.6088,0.6352,19.291319291328932,0.5871999999999999,230.0,0,0,315.0
262,francesco_molinari,2016,3,277.0,285.3333333333333,315.0,3.1,286.7,0.6376,0.6493000000000001,18.575045330436687,0.604,251.1,1,0,293.0
263,francesco_molinari,2017,3,277.0,285.3333333333333,293.0,3.1,292.4,0.7014,0.6728000000000001,19.535217592565715,0.6274000000000001,297.9,1,0,286.0
264,francesco_molinari,2018,3,277.0,285.3333333333333,286.0,3.1,301.0,0.6504000000000001,0.7023999999999999,19.566801745700687,0.5867,353.8,1,1,277.0
265,fred_couples,2002,7,279.0,293.42857142857144,315.0,1.1,288.6,0.6093,0.6463,20.19091627440419,0.6099,346.3,1,0,294.0
266,fred_couples,2003,7,279.0,293.42857142857144,294.0,1.1,293.4,0.5754,0.6401,19.74187165716001,0.5645,100.8,1,1,286.0
267,fred_couples,2004,7,279.0,293.42857142857144,286.0,1.1,294.5,0.5882000000000001,0.6635,19.940795182238848,0.5206000000000001,377.3,1,0,295.0
268,fred_couples,2005,7,279.0,293.42857142857144,295.0,1.1,296.4,0.5747,0.6829999999999999,18.17476810947896,0.5438000000000001,298.8,1,1,284.0
269,fred_couples,2006,7,279.0,293.42857142857144,284.0,1.1,301.5,0.5436,0.6533,19.70572613128252,0.5513,325.7,1,0,301.0
270,fred_couples,2008,7,279.0,293.42857142857144,301.0,1.1,299.6,0.5749,0.6546,19.067610954180914,0.5818,273.8,0,0,315.0
271,fred_couples,2009,7,279.0,293.42857142857144,315.0,1.1,297.5,0.5590999999999999,0.6708,18.997602187878574,0.525,296.9,1,1,279.0
272,fred_funk,2002,5,315.0,315.0,315.0,-4.3,273.0,0.8123999999999999,0.7106999999999999,16.781239525136396,0.6322,215.1,0,0,315.0
273,fred_funk,2003,5,315.0,315.0,315.0,-4.3,274.1,0.7786,0.6723,17.12140830137002,0.6065,227.3,0,0,315.0
274,fred_funk,2004,5,315.0,315.0,315.0,-4.3,271.9,0.7723,0.6551,16.618001200171125,0.6124,159.7,0,0,315.0
275,fred_funk,2005,5,315.0,315.0,315.0,-4.3,270.0,0.759,0.6617000000000001,16.361894755803803,0.6228,143.1,0,0,315.0
276,fred_funk,2006,5,315.0,315.0,315.0,-4.3,272.8,0.7801,0.6635,16.78859545941828,0.6006,194.1,0,0,315.0
277,freddie_jacobson,2004,3,288.0,297.6666666666667,315.0,0.0,287.9,0.5556,0.6437999999999999,21.091707098604733,0.5965,140.8,0,0,315.0
278,freddie_jacobson,2011,3,288.0,297.6666666666667,315.0,0.0,287.4,0.6082,0.6356,19.885485598797935,0.6062,64.6,1,0,288.0
279,freddie_jacobson,2012,3,288.0,297.6666666666667,288.0,0.0,287.4,0.5798,0.6185,18.734338940980955,0.5752,237.5,1,0,290.0
280,gary_woodland,2011,6,285.0,306.1666666666667,315.0,-2.1,310.5,0.5807,0.6940999999999999,19.77512515763175,0.5820000000000001,220.5,0,0,315.0
281,gary_woodland,2013,6,285.0,306.1666666666667,315.0,-2.1,303.8,0.5760000000000001,0.6698000000000001,19.220470568872372,0.5458,162.3,1,0,292.0
282,gary_woodland,2014,6,285.0,306.1666666666667,292.0,-2.1,304.1,0.5949,0.6655,20.02934215650185,0.6011,231.3,0,0,315.0
283,gary_woodland,2016,6,285.0,306.1666666666667,315.0,-2.1,306.1,0.5669,0.6873999999999999,19.446665523940087,0.6015999999999999,217.3,0,0,315.0
284,gary_woodland,2017,6,285.0,306.1666666666667,315.0,-2.1,307.6,0.5931000000000001,0.6948000000000001,19.55485074092871,0.5828,280.9,0,0,315.0
285,gary_woodland,2018,6,285.0,306.1666666666667,315.0,-2.1,313.5,0.6369,0.7051000000000001,19.28146000696005,0.5445,258.3,1,0,285.0
286,geoff_ogilvy,2005,8,278.0,289.125,315.0,2.1,298.0,0.6072,0.6667000000000001,19.562120443602225,0.5806,166.6,1,0,289.0
287,geoff_ogilvy,2006,8,278.0,289.125,289.0,2.1,295.3,0.6189,0.6294,20.74641173793676,0.5889,182.3,1,0,299.0
288,geoff_ogilvy,2007,8,278.0,289.125,299.0,2.1,295.3,0.5902000000000001,0.6275,19.20561018296477,0.5660000000000001,262.3,1,0,296.0
289,geoff_ogilvy,2008,8,278.0,289.125,296.0,2.1,292.1,0.5818,0.6189,17.24504614858037,0.5991,172.8,1,0,283.0
290,geoff_ogilvy,2009,8,278.0,289.125,283.0,2.1,291.5,0.584,0.6426999999999999,20.40652852030448,0.5982999999999999,89.6,1,0,289.0
291,geoff_ogilvy,2010,8,278.0,289.125,289.0,2.1,287.0,0.5794,0.6769,18.883368932005283,0.5616,120.7,1,1,278.0
292,geoff_ogilvy,2011,8,278.0,289.125,278.0,2.1,290.0,0.6289,0.6263000000000001,19.5820430780629,0.5968,125.0,1,0,288.0
293,geoff_ogilvy,2014,8,278.0,289.125,288.0,2.1,292.5,0.5851,0.6451,19.463627134992077,0.5577000000000001,276.4,1,0,291.0
294,graeme_mcdowell,2011,4,286.0,302.5,315.0,-1.2,289.5,0.6631,0.6607999999999999,18.941776066556045,0.5401,215.0,1,0,286.0
295,graeme_mcdowell,2012,4,286.0,302.5,286.0,-1.2,285.5,0.7011,0.6626000000000001,18.497104390507538,0.5183,241.3,0,0,315.0
296,graeme_mcdowell,2013,4,286.0,302.5,315.0,-1.2,277.5,0.6851,0.627,17.212891708606726,0.6109,209.0,0,0,315.0
297,graeme_mcdowell,2014,4,286.0,302.5,315.0,-1.2,278.0,0.6920000000000001,0.6577,18.48069339803629,0.6047,28.2,1,0,294.0
298,graham_delaet,2013,1,315.0,315.0,315.0,-4.3,298.6,0.6579999999999999,0.7051000000000001,18.05547008526779,0.5972,173.3,0,0,315.0
299,harris_english,2013,2,299.0,307.0,315.0,-2.3,295.2,0.5865,0.6602,20.157189508681235,0.5611,130.7,0,0,315.0
300,harris_english,2015,2,299.0,307.0,315.0,-2.3,298.4,0.5851,0.6705,19.352863698515872,0.6164999999999999,66.9,1,0,299.0
301,harrison_frazar,2011,1,315.0,315.0,315.0,-4.3,301.8,0.5149,0.6245,18.89413152939293,0.5408,271.5,0,0,315.0
302,heath_slocum,2007,3,287.0,298.3333333333333,315.0,-0.2,279.6,0.7328,0.6645,17.128280707648393,0.6148,161.8,1,0,293.0
303,heath_slocum,2009,3,287.0,298.3333333333333,293.0,-0.2,287.0,0.7199,0.6758,16.74206808461846,0.5838,262.4,1,0,287.0
304,heath_slocum,2010,3,287.0,298.3333333333333,287.0,-0.2,278.9,0.7242000000000001,0.6959000000000001,16.8940486932529,0.6286999999999999,251.4,0,0,315.0
305,henrik_stenson,2007,6,284.0,288.5,315.0,2.3,296.3,0.5697,0.6123,18.956113642950246,0.5327000000000001,162.8,1,0,290.0
306,henrik_stenson,2012,6,284.0,288.5,290.0,2.3,289.5,0.6413,0.6537000000000001,21.108481707598017,0.5904,241.1,1,0,288.0
307,henrik_stenson,2013,6,284.0,288.5,288.0,2.3,290.9,0.7009000000000001,0.7195999999999999,19.412937767833537,0.5728,197.3,1,0,289.0
308,henrik_stenson,2014,6,284.0,288.5,289.0,2.3,293.2,0.6878,0.6903,20.48232225603337,0.5183,169.3,1,0,284.0
309,henrik_stenson,2015,6,284.0,288.5,284.0,2.3,296.4,0.6990999999999999,0.7352,19.956472634210687,0.6224000000000001,101.7,1,0,294.0
310,henrik_stenson,2018,6,284.0,288.5,294.0,2.3,291.5,0.7519,0.7351000000000001,17.753682325396923,0.6067,222.8,1,0,286.0
311,hideki_matsuyama,2014,5,277.0,284.4,315.0,3.3,294.8,0.6152000000000001,0.6403,18.472192577252734,0.6042000000000001,279.3,1,1,277.0
312,hideki_matsuyama,2015,5,277.0,284.4,277.0,3.3,294.5,0.6525,0.6920000000000001,19.11891822326195,0.6192,202.0,1,1,288.0
313,hideki_matsuyama,2016,5,277.0,284.4,288.0,3.3,294.5,0.6204,0.6811,19.40000774985527,0.6086,181.7,1,0,287.0
314,hideki_matsuyama,2017,5,277.0,284.4,287.0,3.3,303.3,0.5861,0.6901,20.376755684412135,0.6156,274.8,1,0,285.0
315,hideki_matsuyama,2018,5,277.0,284.4,285.0,3.3,302.0,0.6282,0.6929000000000001,20.065971921805,0.608,234.9,1,0,285.0
316,hudson_swafford,2016,1,315.0,315.0,315.0,-4.3,306.9,0.6143,0.688,19.02017087199797,0.5497,181.8,0,0,315.0
317,hunter_mahan,2007,9,280.0,296.3333333333333,315.0,0.3,296.7,0.6805,0.6690999999999999,18.701270010349567,0.5479999999999999,175.5,0,0,315.0
318,hunter_mahan,2008,9,280.0,296.3333333333333,315.0,0.3,289.9,0.6602,0.6960999999999999,17.969323667171107,0.5355,190.8,1,1,281.0
319,hunter_mahan,2009,9,280.0,296.3333333333333,281.0,0.3,297.0,0.6518999999999999,0.6836,19.69125316959002,0.5802,145.5,1,1,281.0
320,hunter_mahan,2010,9,280.0,296.3333333333333,281.0,0.3,291.8,0.6794,0.6865000000000001,19.021553400024928,0.5865,167.1,0,0,315.0
321,hunter_mahan,2011,9,280.0,296.3333333333333,315.0,0.3,291.6,0.6285000000000001,0.6879000000000001,20.952954975903094,0.58,139.5,1,0,286.0
322,hunter_mahan,2012,9,280.0,296.3333333333333,286.0,0.3,293.1,0.6774,0.6897,18.450689726644065,0.5371,178.3,0,0,315.0
323,hunter_mahan,2013,9,280.0,296.3333333333333,315.0,0.3,290.0,0.6661,0.6758,19.499837819838397,0.5887,107.2,1,0,292.0
324,hunter_mahan,2014,9,280.0,296.3333333333333,292.0,0.3,295.8,0.6509999999999999,0.6667000000000001,19.482127778499397,0.5471,147.3,1,1,280.0
325,hunter_mahan,2015,9,280.0,296.3333333333333,280.0,0.3,295.1,0.5891,0.6579,21.07804782231979,0.596,91.6,1,0,302.0
326,ian_poulter,2006,12,279.0,290.25,315.0,1.9,287.9,0.7019,0.6603,18.022707898648306,0.6038,170.3,1,0,296.0
327,ian_poulter,2007,12,279.0,290.25,296.0,1.9,282.5,0.6323,0.6167,18.708981057829487,0.5942000000000001,221.3,1,0,292.0
328,ian_poulter,2008,12,279.0,290.25,292.0,1.9,283.6,0.5977,0.5975,18.30659034337088,0.5634,50.3,1,0,286.0
329,ian_poulter,2009,12,279.0,290.25,286.0,1.9,282.8,0.6518,0.6101,19.048051081409877,0.6514,162.2,1,1,283.0
330,ian_poulter,2010,12,279.0,290.25,283.0,1.9,286.8,0.6272,0.6247,19.08387102590387,0.5982,91.8,1,0,287.0
331,ian_poulter,2011,12,279.0,290.25,287.0,1.9,282.8,0.6476000000000001,0.6557999999999999,18.3024339607848,0.5633,100.8,1,1,283.0
332,ian_poulter,2012,12,279.0,290.25,283.0,1.9,285.0,0.6513,0.6161,19.499590024180282,0.6434000000000001,207.9,0,0,315.0
333,ian_poulter,2013,12,279.0,290.25,315.0,1.9,281.7,0.6242,0.6352,17.69749291723423,0.6149,139.0,1,0,290.0
334,ian_poulter,2014,12,279.0,290.25,290.0,1.9,288.1,0.6135,0.624,20.6357540818788,0.5805,149.6,1,1,279.0
335,ian_poulter,2015,12,279.0,290.25,279.0,1.9,286.7,0.6358,0.6570999999999999,19.729825138606774,0.6076,163.5,1,0,300.0
336,ian_poulter,2017,12,279.0,290.25,300.0,1.9,283.5,0.6255,0.6446,19.59502280554937,0.6736,205.3,1,0,292.0
337,ian_poulter,2018,12,279.0,290.25,292.0,1.9,293.6,0.6640999999999999,0.6701,18.591372364322353,0.5710999999999999,107.6,1,0,280.0
338,j.b._holmes,2007,5,287.0,297.8,315.0,-0.0,312.6,0.5870000000000001,0.6456999999999999,21.426829268466204,0.5182,371.7,1,0,292.0
339,j.b._holmes,2014,5,287.0,297.8,292.0,-0.0,308.0,0.5471,0.6092,21.54066735270753,0.5851,210.7,0,0,315.0
340,j.b._holmes,2015,5,287.0,297.8,315.0,-0.0,309.9,0.5405,0.6365999999999999,21.678536748488245,0.5935,220.6,1,1,287.0
341,j.b._holmes,2016,5,287.0,297.8,287.0,-0.0,314.5,0.5168,0.6517000000000001,21.833080548791095,0.5668,274.6,1,0,299.0
342,j.b._holmes,2018,5,287.0,297.8,299.0,-0.0,306.1,0.5713,0.6526000000000001,19.790179382714047,0.5714,227.8,1,0,296.0
343,j.j._henry,2006,1,302.0,302.0,315.0,-1.1,295.9,0.6003000000000001,0.6816,19.090185960330512,0.5478000000000001,176.6,1,0,302.0
344,j.l._lewis,2003,1,315.0,315.0,315.0,-4.3,289.7,0.6607999999999999,0.6592,18.928960249076315,0.5478999999999999,285.4,0,0,315.0
345,james_hahn,2014,2,298.0,306.5,315.0,-2.2,289.6,0.6083,0.6396000000000001,18.29708775021011,0.5511,257.1,0,0,315.0
346,james_hahn,2016,2,298.0,306.5,315.0,-2.2,290.9,0.6071,0.6457999999999999,18.977839708459967,0.5572,248.8,1,0,298.0
347,jamie_donaldson,2015,1,293.0,293.0,315.0,1.2,294.9,0.6009,0.6383,21.00741431614086,0.5948,79.1,1,0,293.0
348,jason_bohn,2005,2,295.0,305.0,315.0,-1.8,292.9,0.6213000000000001,0.6606000000000001,18.687036356195645,0.5899,175.4,1,0,295.0
349,jason_bohn,2010,2,295.0,305.0,295.0,-1.8,279.8,0.6689,0.6779000000000001,18.184329620582663,0.5749,169.8,0,0,315.0
350,jason_day,2010,9,276.0,287.8888888888889,315.0,2.5,298.2,0.5778,0.6768000000000001,19.79770251822165,0.6038,227.3,1,1,276.0
351,jason_day,2011,9,276.0,287.8888888888889,276.0,2.5,302.6,0.547,0.6492,21.995455338672933,0.6464,91.9,0,0,315.0
352,jason_day,2012,9,276.0,287.8888888888889,315.0,2.5,308.6,0.5247999999999999,0.6131,20.89459911609271,0.6136,145.5,1,1,281.0
353,jason_day,2013,9,276.0,287.8888888888889,281.0,2.5,299.3,0.5803,0.6493000000000001,20.11502064516852,0.6139,148.8,1,0,290.0
354,jason_day,2014,9,276.0,287.8888888888889,290.0,2.5,301.2,0.5871999999999999,0.64,19.313654819841844,0.6495000000000001,106.9,1,0,287.0
355,jason_day,2015,9,276.0,287.8888888888889,287.0,2.5,313.7,0.5594,0.7082999999999999,21.978384267274972,0.6534,114.0,1,1,289.0
356,jason_day,2016,9,276.0,287.8888888888889,289.0,2.5,304.2,0.5046,0.6723,22.33545932045176,0.6192,26.6,1,0,290.0
357,jason_day,2017,9,276.0,287.8888888888889,290.0,2.5,306.2,0.5394,0.6372,22.556012748513666,0.5777,226.0,1,0,286.0
358,jason_day,2018,9,276.0,287.8888888888889,286.0,2.5,310.0,0.5832,0.6528,21.969643703174718,0.6235,46.2,1,1,277.0
359,jason_dufner,2009,8,289.0,299.875,315.0,-0.5,286.2,0.6728000000000001,0.6693000000000001,18.753243386145233,0.6074,211.9,1,0,291.0
360,jason_dufner,2011,8,289.0,299.875,291.0,-0.5,286.8,0.6581,0.6695,17.751560807746202,0.5861999999999999,213.1,1,0,289.0
361,jason_dufner,2012,8,289.0,299.875,289.0,-0.5,292.4,0.669,0.6917,18.49178195848091,0.6242,214.2,1,0,289.0
362,jason_dufner,2013,8,289.0,299.875,289.0,-0.5,285.9,0.6481,0.6753,18.3229497488805,0.5911,259.6,0,0,315.0
363,jason_dufner,2014,8,289.0,299.875,315.0,-0.5,285.3,0.6376,0.6626000000000001,18.999340266323873,0.5274,285.0,1,0,292.0
364,jason_dufner,2015,8,289.0,299.875,292.0,-0.5,286.7,0.6781,0.6903,18.2266645330406,0.5528,336.0,0,0,315.0
365,jason_dufner,2016,8,289.0,299.875,315.0,-0.5,293.2,0.6283,0.7015,18.24374036484843,0.5639,304.7,1,0,293.0
366,jason_dufner,2017,8,289.0,299.875,293.0,-0.5,294.6,0.6376,0.6720999999999999,19.173882953121414,0.5785,245.2,0,0,315.0
367,jay_haas,2002,3,289.0,301.6666666666667,315.0,-1.0,273.3,0.6591,0.6364,19.78601652683025,0.6344,201.7,0,0,315.0
368,jay_haas,2003,3,289.0,301.6666666666667,315.0,-1.0,279.2,0.6552,0.6439,19.472301267869362,0.6184000000000001,61.0,1,0,289.0
369,jay_haas,2004,3,289.0,301.6666666666667,289.0,-1.0,274.5,0.6536,0.6695,17.99821719566197,0.634,141.3,1,0,301.0
370,jeff_maggert,2002,3,286.0,296.6666666666667,315.0,0.3,274.9,0.7511,0.6428,16.869130007864133,0.6024,224.5,1,1,286.0
